name,ods_threshold,ods_f_score
P0063,20,0.0
P0081,20,0.02256955444471493
P0198,20,0.0247003926649299
P0308,20,0.009591185244037622
P0336,20,0.0005873331810617678
P0345,20,0.05688713052168795
P0363,20,0.017136553688354088
P0368,20,0.013412377221283708
P0377,20,0.0
P0452,20,0.020254962135765543
P0517,20,0.1710045462376569
P0565,20,0.043429986112232345
P0649,49,0.25917676474304074
P0699,20,0.01371397322855839
P0806,20,0.012865058378639571
P1003,20,0.09485768256124386
P1029,20,0.0566107311174389
P1148,20,0.0
P1158,20,0.0
P1207,20,1.0
P1216,20,0.0
P1242,20,0.0
P1358,20,0.0
P1522,20,0.04103907443789566
P1676,34,0.06764058575304446
P1693,94,1.0
P1960,20,0.06694276989661861
P2002,20,0.16899899939189994
P2045,20,0.0
P2210,20,0.0
P2257,20,0.061544144809752496
P2278,20,0.07828646011941162
P2332,20,0.0
P2352,20,0.0
P2456,20,0.0
P2528,20,0.0
P2591,20,0.01430993455336066
P2613,20,0.056886290826632685
P2724,20,0.0
P2754,20,0.0
