name,ods_threshold,ods_f_score
P0063,197,0.2211093983047909
P0081,175,0.08388243726366722
P0198,168,0.4065137186266739
P0308,20,0.12438829186457341
P0336,175,0.09055506973225357
P0345,190,0.06081088747264496
P0363,108,0.19515026674938304
P0368,20,0.15356374097643394
P0377,20,0.1391234228633658
P0452,20,0.06376696885805988
P0517,212,0.20655483242235853
P0565,197,0.10405648839120014
P0649,131,0.322700304272056
P0699,27,0.09755974502408646
P0806,183,0.13683529128755167
P1003,205,0.1195609389414273
P1029,205,0.1105418142572966
P1148,71,0.053011280989581265
P1158,146,0.09371867202268447
P1207,27,1.0
P1216,34,0.31509600140919497
P1242,197,0.08275862068965519
P1358,153,0.12583754735700864
P1522,86,0.10146115924704188
P1676,79,0.018066855922525202
P1693,183,1.0
P1960,131,0.27266764115442266
P2002,20,0.18431670992756075
P2045,20,0.19924020099048423
P2210,197,0.13999480011655704
P2257,175,0.13868196789484896
P2278,205,0.11316404711846069
P2332,153,0.04334772591721595
P2352,138,0.005787847025708848
P2456,205,0.010323000756509331
P2528,153,0.03400699595979072
P2591,160,0.09991940575132313
P2613,183,0.19556307723245922
P2724,175,0.04992244419458236
P2754,138,0.0015002846522219617
