name,n_keypoints,mean_response
P0063,1000,0.0009877583676570793
P0081,1000,0.0007204568990382541
P0198,1000,0.0007522816861310276
P0308,1000,0.0003845690357084095
P0336,1000,0.0009046032668557018
P0345,1000,0.00023972326467992387
P0363,1000,0.0011532870732416996
P0368,1000,0.0005997837218183122
P0377,982,8.860107010210255e-05
P0452,1000,0.00121542354021949
P0517,1000,0.001869267849251628
P0565,1000,0.0006065330396777427
P0649,985,0.0002086364283431884
P0699,1000,0.004661195592023432
P0806,1000,0.0005587524126349308
P1003,1000,0.000530689021852595
P1029,1000,0.0008881659133185167
P1148,335,7.059230032806606e-05
P1158,479,5.429621715539024e-05
P1207,149,8.425104700730013e-06
P1216,477,2.7388998896423373e-06
P1242,999,9.25070778535556e-05
P1358,1000,0.00019487292805570177
P1522,1000,7.027962983374891e-05
P1676,528,1.3875772421976443e-05
P1693,570,1.5223745929597698e-05
P1960,1000,0.0031432716047856955
P2002,1000,0.0025053201531991362
P2045,1000,0.0006261767596042774
P2210,1000,0.001814870848582359
P2257,1000,0.00041400563186471117
P2278,1000,0.0006523512279454735
P2332,1000,0.00042120450064248873
P2352,1000,0.00044447065039094014
P2456,1000,0.0007322550605895231
P2528,1000,0.0008428625644301064
P2591,1000,0.0006669985168337008
P2613,1000,0.0024295264437969306
P2724,1000,0.00047228175689087947
P2754,1000,0.0005618902278656606
