name,ods_threshold,ods_f_score
P0063,212,0.21371549455164945
P0081,138,0.06883097575861878
P0198,183,0.43511432710168163
P0308,49,0.12708795195454078
P0336,131,0.09338439837662009
P0345,190,0.06453841247597608
P0363,116,0.1663483267094834
P0368,64,0.1618807113739483
P0377,49,0.12300116211311801
P0452,34,0.07617318687320825
P0517,220,0.1717723138164409
P0565,197,0.07601454808820172
P0649,168,0.31790309089523794
P0699,146,0.08836200620771788
P0806,175,0.13437022831076487
P1003,220,0.08173213296352108
P1029,212,0.12953870644225368
P1148,20,0.04082872759207732
P1158,153,0.10048538290081907
P1207,168,1.0
P1216,146,0.11672989535998667
P1242,160,0.0785712490899581
P1358,146,0.10075880445388018
P1522,101,0.06177496736806374
P1676,79,0.017637161478993715
P1693,205,1.0
P1960,94,0.24949887245034907
P2002,20,0.1484682951412987
P2045,42,0.1929152257499677
P2210,168,0.09642386846877167
P2257,123,0.11731302631554946
P2278,190,0.13716292468839886
P2332,146,0.029761610505597922
P2352,146,0.010045967222054841
P2456,190,0.00595302077826693
P2528,34,0.02706294948644221
P2591,197,0.1011136073871475
P2613,146,0.17208855683988294
P2724,160,0.09887042802132481
P2754,153,0.003600000069370846
