name,edge_pixel_frac,mean_response
P0063,0.6768341064453125,93.13296699523926
P0081,0.2868671417236328,37.30009174346924
P0198,0.5261125564575195,70.2553939819336
P0308,0.3933086395263672,44.08080196380615
P0336,0.26608943939208984,35.30477523803711
P0345,0.3083658218383789,36.201470375061035
P0363,0.45810508728027344,54.31109809875488
P0368,0.4788818359375,58.560720443725586
P0377,0.2772331237792969,34.670979499816895
P0452,0.4053630828857422,52.048184394836426
P0517,0.5707855224609375,76.31863212585449
P0565,0.2785320281982422,31.69382095336914
P0649,0.22736549377441406,26.421467781066895
P0699,0.23555660247802734,29.08635902404785
P0806,0.5161647796630859,62.76861572265625
P1003,0.2801342010498047,34.274993896484375
P1029,0.48346519470214844,58.772897720336914
P1148,0.6009120941162109,51.19086265563965
P1158,0.5840845108032227,51.272276878356934
P1207,0.04193401336669922,7.64225959777832
P1216,0.13605880737304688,13.547903060913086
P1242,0.4269390106201172,41.39342021942139
P1358,0.6637964248657227,63.53405952453613
P1522,0.4387674331665039,37.36444091796875
P1676,0.34350109100341797,31.198887825012207
P1693,0.23599529266357422,21.69474506378174
P1960,0.4136018753051758,52.824997901916504
P2002,0.5217018127441406,68.8362922668457
P2045,0.2654294967651367,33.46643924713135
P2210,0.5955028533935547,71.99888896942139
P2257,0.3880901336669922,46.67465305328369
P2278,0.34038448333740234,38.94357395172119
P2332,0.53155517578125,54.10352611541748
P2352,0.6003704071044922,65.94708442687988
P2456,0.5892820358276367,68.41746425628662
P2528,0.4865579605102539,55.65683460235596
P2591,0.463897705078125,60.900840759277344
P2613,0.2634162902832031,34.80106067657471
P2724,0.32306861877441406,32.751545906066895
P2754,0.6773443222045898,73.38754844665527
