name,edge_pixel_frac,mean_response
P0063,0.7583017349243164,95.54859828948975
P0081,0.24840259552001953,30.301669120788574
P0198,0.5718450546264648,66.45155334472656
P0308,0.3109254837036133,34.55626106262207
P0336,0.2972879409790039,34.749953269958496
P0345,0.3862161636352539,40.80447864532471
P0363,0.33464717864990234,36.54135322570801
P0368,0.38692188262939453,41.74271202087402
P0377,0.13910865783691406,14.456948280334473
P0452,0.37761783599853516,43.747501373291016
P0517,0.6182727813720703,74.84457302093506
P0565,0.3420448303222656,34.56977462768555
P0649,0.15497875213623047,18.221522331237793
P0699,0.12939834594726562,18.081730842590332
P0806,0.41294193267822266,46.06016826629639
P1003,0.2675485610961914,30.40373706817627
P1029,0.552271842956543,63.261691093444824
P1148,0.8351497650146484,75.26981544494629
P1158,0.36840057373046875,32.76466941833496
P1207,2.09808349609375e-05,0.03184795379638672
P1216,0.004752159118652344,1.098738670349121
P1242,0.5777349472045898,49.65531826019287
P1358,0.789607048034668,74.73895454406738
P1522,0.7361068725585938,62.68107032775879
P1676,0.4285745620727539,40.51044178009033
P1693,0.3421449661254883,29.26713275909424
P1960,0.5361394882202148,58.09451103210449
P2002,0.45119285583496094,53.77156162261963
P2045,0.2961130142211914,33.96357822418213
P2210,0.5079278945922852,58.93708419799805
P2257,0.3967094421386719,44.7736873626709
P2278,0.2538728713989258,28.947392463684082
P2332,0.5287685394287109,50.05416202545166
P2352,0.5712308883666992,60.87280082702637
P2456,0.8995838165283203,102.3044204711914
P2528,0.579808235168457,59.98976516723633
P2591,0.5111398696899414,61.395012855529785
P2613,0.3077869415283203,34.922884941101074
P2724,0.38934898376464844,37.30124855041504
P2754,0.6499729156494141,64.75634574890137
