name,n_keypoints,mean_response
P0063,1000,0.0004613319866948586
P0081,1000,0.0003888629813927764
P0198,1000,0.00037030425221746557
P0308,1000,0.0001759565297500103
P0336,1000,0.0004436527779980679
P0345,1000,0.00011318144024846788
P0363,1000,0.0005874879571049405
P0368,1000,0.00028242343522924784
P0377,941,5.139136968215783e-05
P0452,1000,0.0005762606100906851
P0517,1000,0.0008816645741608227
P0565,1000,0.00028519129176038404
P0649,946,9.312705120039487e-05
P0699,1000,0.002017047259840183
P0806,1000,0.00026011548410588147
P1003,1000,0.0002581867043518287
P1029,1000,0.00041008067439543083
P1148,229,3.8767636986630065e-05
P1158,273,3.087789395152328e-05
P1207,32,3.9117455647996735e-06
P1216,34,1.8733089595624573e-06
P1242,935,3.250099495796487e-05
P1358,1000,8.600062306959444e-05
P1522,980,3.053422618633857e-05
P1676,329,7.886525810155979e-06
P1693,428,7.986193139719497e-06
P1960,1000,0.0014918849589885212
P2002,1000,0.001160837686737068
P2045,1000,0.0003228643298234601
P2210,1000,0.0008599212091648951
P2257,1000,0.00019828336567843507
P2278,1000,0.0003349719017569441
P2332,1000,0.00018385622574714944
P2352,1000,0.00021346202563654514
P2456,1000,0.00035303177286914435
P2528,1000,0.0004160505730251316
P2591,1000,0.0003442252937984449
P2613,1000,0.0011566834701152403
P2724,1000,0.00020405734027008294
P2754,1000,0.0002492825314184302
