name,ods_threshold,ods_f_score
P0063,197,0.24780575092148918
P0081,108,0.08548920778350537
P0198,49,0.33631676854019044
P0308,20,0.07999831211645346
P0336,20,0.10514329439392434
P0345,20,0.07923161585455632
P0363,20,0.26219156771952284
P0368,20,0.20732278334015428
P0377,20,0.017317688904535285
P0452,20,0.05848975899607953
P0517,175,0.22421237843161199
P0565,131,0.11388665429265046
P0649,20,0.2796731665393105
P0699,20,0.09922528547921827
P0806,20,0.16453721331360713
P1003,175,0.10756133091271158
P1029,205,0.10310487039821499
P1148,20,0.013211113648366123
P1158,20,0.14906307448848471
P1207,20,1.0
P1216,20,0.0
P1242,34,0.23692337394753052
P1358,20,0.10310540187892332
P1522,20,0.0
P1676,20,0.0
P1693,20,1.0
P1960,42,0.47115229525804125
P2002,20,0.2198534168370056
P2045,86,0.18464413562555507
P2210,94,0.1955016433801362
P2257,20,0.15565554743990145
P2278,131,0.1329423287015198
P2332,79,0.09175021647495266
P2352,20,0.0
P2456,183,0.004565394270593532
P2528,153,0.026399135414243144
P2591,168,0.12035310998935703
P2613,175,0.36386690098537994
P2724,86,0.021928819842145817
P2754,20,0.004163774332272307
