name,n_keypoints,mean_response
P0063,1000,0.0027294271696882786
P0081,1000,0.0020131232316343813
P0198,1000,0.0020635315745894333
P0308,1000,0.0010014166682576614
P0336,1000,0.002602728118363302
P0345,1000,0.0007008733815218875
P0363,1000,0.0032107657880442275
P0368,1000,0.0017042353024880868
P0377,1000,0.0002224582134465436
P0452,1000,0.003311787890444975
P0517,1000,0.005245143111271318
P0565,1000,0.0018292483816185268
P0649,1000,0.0005357685022227088
P0699,1000,0.009690731403883547
P0806,1000,0.0016221459053485888
P1003,1000,0.0014956530495328479
P1029,1000,0.002594917055161204
P1148,565,0.00019377508215639275
P1158,939,0.00014328730687128733
P1207,748,1.5381788206194897e-05
P1216,863,1.665959057268022e-05
P1242,1000,0.0003552501513377138
P1358,1000,0.0007609240648707782
P1522,1000,0.00027761738268645785
P1676,920,4.599150293969647e-05
P1693,798,3.986200529781352e-05
P1960,1000,0.008757226399378851
P2002,1000,0.0073251116292085494
P2045,1000,0.0016538005777911166
P2210,1000,0.005500041406863602
P2257,1000,0.0012105068150995066
P2278,1000,0.0021075652604922654
P2332,1000,0.0014412508642999455
P2352,1000,0.0014110031392265228
P2456,1000,0.0021338278370094488
P2528,1000,0.002646880053798668
P2591,1000,0.0018933284710146835
P2613,1000,0.006757677777495701
P2724,1000,0.0016057226595876273
P2754,1000,0.002021424841193948
