name,edge_pixel_frac,mean_response
P0063,0.6739263534545898,97.51733207702637
P0081,0.2209491729736328,31.411752700805664
P0198,0.4219694137573242,58.29043960571289
P0308,0.1436901092529297,20.068998336791992
P0336,0.20921611785888672,30.490585327148438
P0345,0.19171714782714844,24.802544593811035
P0363,0.22906780242919922,28.735088348388672
P0368,0.2509298324584961,31.95724105834961
P0377,0.10180377960205078,12.222931861877441
P0452,0.31019020080566406,42.590861320495605
P0517,0.4838991165161133,69.77835369110107
P0565,0.17708206176757812,22.70033836364746
P0649,0.09801673889160156,12.805493354797363
P0699,0.11112117767333984,16.750720977783203
P0806,0.3134651184082031,42.5208101272583
P1003,0.2223644256591797,29.222492218017578
P1029,0.35738468170166016,50.06529235839844
P1148,0.042616844177246094,5.923182487487793
P1158,0.05858039855957031,7.608147621154785
P1207,9.5367431640625e-06,0.00750732421875
P1216,0.0006704330444335938,0.11647987365722656
P1242,0.098480224609375,10.390008926391602
P1358,0.34169483184814453,36.2003698348999
P1522,0.0931854248046875,10.943916320800781
P1676,0.0683431625366211,9.044888496398926
P1693,0.028162002563476562,7.217233657836914
P1960,0.3454732894897461,45.87711143493652
P2002,0.3759937286376953,53.17107677459717
P2045,0.2248086929321289,30.087417602539062
P2210,0.43187522888183594,57.2838830947876
P2257,0.3006906509399414,39.89582920074463
P2278,0.2655181884765625,35.19196128845215
P2332,0.44127845764160156,47.54351329803467
P2352,0.5078201293945312,62.40709400177002
P2456,0.8142938613891602,106.62193584442139
P2528,0.3799419403076172,44.60003852844238
P2591,0.36881446838378906,52.35364246368408
P2613,0.23993968963623047,32.20760250091553
P2724,0.4787921905517578,52.339491844177246
P2754,0.4551515579223633,53.017088890075684
