name,ods_threshold,ods_f_score
P0063,220,0.23631599273886217
P0081,190,0.07468411985060579
P0198,175,0.43017697290526274
P0308,20,0.10869832530889038
P0336,160,0.08576461348639482
P0345,175,0.06085012815345793
P0363,86,0.2041424114019615
P0368,27,0.16311128559244162
P0377,20,0.12143226229520218
P0452,101,0.06426918724747016
P0517,220,0.2068748591204823
P0565,212,0.0970179880905367
P0649,131,0.3397053497244057
P0699,20,0.10434802823503814
P0806,197,0.11412869924882116
P1003,227,0.1103717772506307
P1029,220,0.09980355745709012
P1148,27,0.054260842568955525
P1158,71,0.09531525323738171
P1207,20,1.0
P1216,20,0.0
P1242,20,0.05616788806710553
P1358,160,0.13911473873467925
P1522,34,0.023329162617009645
P1676,20,0.03882680312015677
P1693,220,1.0
P1960,108,0.36968137664464185
P2002,94,0.21056423355302464
P2045,20,0.18971673326537342
P2210,212,0.11764379918406495
P2257,42,0.15132886343060908
P2278,212,0.11286079389849638
P2332,197,0.02871937292564802
P2352,197,0.010349908096394531
P2456,64,0.005863848169303237
P2528,175,0.030521362804702214
P2591,205,0.10427724929578376
P2613,205,0.27687901127308123
P2724,168,0.045899269168953025
P2754,20,0.0026349476988543835
