name,ods_threshold,ods_f_score
P0063,153,0.2592693782437782
P0081,27,0.0858581026557763
P0198,20,0.1805708171368381
P0308,20,0.047366148867925215
P0336,20,0.10786608267663564
P0345,20,0.0725091778955382
P0363,20,0.2518874774525325
P0368,20,0.17215698150888364
P0377,20,0.0016043440700974946
P0452,20,0.034151153124184624
P0517,94,0.23372820874481778
P0565,64,0.125704735496964
P0649,20,0.074908326156018
P0699,20,0.08994976113854636
P0806,20,0.1511591587372392
P1003,108,0.11566866117865332
P1029,123,0.09870490705762948
P1148,20,0.010118402813327779
P1158,20,0.11602478933842592
P1207,20,1.0
P1216,20,0.0
P1242,27,0.01905518062723303
P1358,20,0.002146153020710377
P1522,20,0.0
P1676,20,0.0
P1693,20,1.0
P1960,20,0.5010872140555622
P2002,20,0.23220412353650788
P2045,20,0.16061283326356318
P2210,49,0.22657347108864073
P2257,20,0.15234033233140706
P2278,64,0.1290986730726847
P2332,27,0.11027606486022239
P2352,20,0.0
P2456,94,0.004218476835209082
P2528,86,0.026279918702250316
P2591,20,0.1076154295329312
P2613,86,0.4199674140600672
P2724,20,0.012998624484181568
P2754,20,0.0030341264390056017
