name,ods_threshold,ods_f_score
P0063,212,0.24515320402126875
P0081,146,0.07957166783238966
P0198,108,0.37551645375648735
P0308,20,0.10235868573638808
P0336,20,0.09623071984044053
P0345,86,0.07133547480219149
P0363,49,0.25445531482149675
P0368,20,0.18824811517566875
P0377,20,0.10188087003366376
P0452,20,0.057378234294163395
P0517,205,0.21776858648699707
P0565,190,0.11037595213298208
P0649,71,0.3793022081552728
P0699,20,0.10355008525445482
P0806,27,0.15838341651189036
P1003,212,0.10287993190364965
P1029,220,0.10521370526370263
P1148,20,0.011391115905536417
P1158,20,0.13070341197513705
P1207,20,1.0
P1216,20,0.0
P1242,94,0.25805976771598815
P1358,49,0.18252211074917438
P1522,20,0.0
P1676,20,0.0
P1693,94,1.0
P1960,101,0.4361561664424301
P2002,20,0.21689281149507883
P2045,123,0.18516244200848173
P2210,131,0.17901540481542222
P2257,27,0.13779287630769765
P2278,160,0.13697699669435895
P2332,71,0.06349942880989994
P2352,20,0.0034709378397262272
P2456,20,0.004603132568294353
P2528,183,0.02613981990901693
P2591,197,0.11995447708880837
P2613,197,0.3311119497498114
P2724,27,0.03221660781708808
P2754,42,0.003634169929018135
