distortion,level,level_numeric,snr_db_mean,name,ods_threshold,ods_f_score,snr_db
haze,1.0,1.0,-1.0077252033553779,P2754,146,0.0014025569611475,2.939982000486405
haze,1.5,1.5,-2.808582539633451,P0063,205,0.2169434977309251,1.415784992668465
haze,1.5,1.5,-2.808582539633451,P0081,168,0.0814506313669715,-4.9778029780170545
haze,1.5,1.5,-2.808582539633451,P0198,168,0.399039183018783,-2.763981268282495
haze,1.5,1.5,-2.808582539633451,P0308,20,0.1158657718232868,-4.717047446176662
haze,1.5,1.5,-2.808582539633451,P0336,190,0.088923603207584,-7.482471131742726
haze,1.5,1.5,-2.808582539633451,P0345,197,0.0608586528242081,-5.298966136567861
haze,1.5,1.5,-2.808582539633451,P0363,79,0.1900062422856892,-5.139449723927488
haze,1.5,1.5,-2.808582539633451,P0368,20,0.1500851187742265,-4.637251222188975
haze,1.5,1.5,-2.808582539633451,P0377,20,0.1232502388911458,-6.258387510396313
haze,1.5,1.5,-2.808582539633451,P0452,20,0.0648649787772003,-3.107394345151543
haze,1.5,1.5,-2.808582539633451,P0517,220,0.1915323900407756,-4.431956449125676
haze,1.5,1.5,-2.808582539633451,P0565,212,0.0962445373253005,-7.821444265879798
haze,1.5,1.5,-2.808582539633451,P0649,131,0.3266607777727703,-7.0262679807065345
haze,1.5,1.5,-2.808582539633451,P0699,64,0.0941288378194152,-5.090403154460766
haze,1.5,1.5,-2.808582539633451,P0806,190,0.1361267241625193,-0.5201340422861457
haze,1.5,1.5,-2.808582539633451,P1003,212,0.1152380367416299,-9.016610855506356
haze,1.5,1.5,-2.808582539633451,P1029,212,0.1167434384883929,-4.483923359533043
haze,1.5,1.5,-2.808582539633451,P1148,20,0.0491050879864037,-0.5321723860237566
haze,1.5,1.5,-2.808582539633451,P1158,79,0.1409821351746732,-4.060893529948549
haze,1.5,1.5,-2.808582539633451,P1207,20,1.0,9.242750120530486
haze,1.5,1.5,-2.808582539633451,P1216,34,0.484761936538654,8.788338333859452
haze,1.5,1.5,-2.808582539633451,P1242,212,0.0887496494841373,1.9642796513223548
haze,1.5,1.5,-2.808582539633451,P1358,160,0.1546877110401395,0.4321711435852298
haze,1.5,1.5,-2.808582539633451,P1522,57,0.0977840362068311,-5.269196494591687
haze,1.5,1.5,-2.808582539633451,P1676,27,0.0185613395159625,0.2438110141413614
haze,1.5,1.5,-2.808582539633451,P1693,197,1.0,-3.709550039019778
haze,1.5,1.5,-2.808582539633451,P1960,116,0.2785542258318997,-4.856862293818967
haze,1.5,1.5,-2.808582539633451,P2002,20,0.1855161644569901,-1.080482782374186
haze,1.5,1.5,-2.808582539633451,P2045,20,0.1933909888827588,-8.051201993604842
haze,1.5,1.5,-2.808582539633451,P2210,205,0.1482401009128117,1.957582725170045
haze,1.5,1.5,-2.808582539633451,P2257,190,0.1350011310724287,-6.229889189073971
haze,1.5,1.5,-2.808582539633451,P2278,212,0.108402644790062,-0.102457797343696
haze,1.5,1.5,-2.808582539633451,P2332,146,0.0380614090327482,0.0312512240632204
haze,1.5,1.5,-2.808582539633451,P2352,153,0.0066606144685893,-1.976927502024134
haze,1.5,1.5,-2.808582539633451,P2456,212,0.0103345763159248,-2.955062425589803
haze,1.5,1.5,-2.808582539633451,P2528,160,0.0394430355711283,-3.663438216394943
haze,1.5,1.5,-2.808582539633451,P2591,168,0.1006042335512361,-2.9815562555769084
haze,1.5,1.5,-2.808582539633451,P2613,197,0.1997483771546772,-8.286569694697352
haze,1.5,1.5,-2.808582539633451,P2724,183,0.0461811539612594,-1.0302486023462831
haze,1.5,1.5,-2.808582539633451,P2754,146,0.0015228449165238,1.1407302816996128
haze,2.0,2.0,-3.745351966101456,P0063,197,0.2211093983047909,0.4818235707945951
haze,2.0,2.0,-3.745351966101456,P0081,175,0.0838824372636672,-5.929344072158042
haze,2.0,2.0,-3.745351966101456,P0198,168,0.4065137186266739,-3.696297975689572
haze,2.0,2.0,-3.745351966101456,P0308,20,0.1243882918645734,-5.65184546876044
haze,2.0,2.0,-3.745351966101456,P0336,175,0.0905550697322535,-8.415716496313214
haze,2.0,2.0,-3.745351966101456,P0345,190,0.0608108874726449,-6.232099885397023
haze,2.0,2.0,-3.745351966101456,P0363,108,0.195150266749383,-6.062311073805176
haze,2.0,2.0,-3.745351966101456,P0368,20,0.1535637409764339,-5.564358452434712
haze,2.0,2.0,-3.745351966101456,P0377,20,0.1391234228633658,-7.188952052611648
haze,2.0,2.0,-3.745351966101456,P0452,20,0.0637669688580598,-4.038984360388187
haze,2.0,2.0,-3.745351966101456,P0517,212,0.2065548324223585,-5.364663798490481
haze,2.0,2.0,-3.745351966101456,P0565,197,0.1040564883912001,-8.754796241711318
haze,2.0,2.0,-3.745351966101456,P0649,131,0.322700304272056,-7.946725574811411
haze,2.0,2.0,-3.745351966101456,P0699,27,0.0975597450240864,-6.02498639051031
haze,2.0,2.0,-3.745351966101456,P0806,183,0.1368352912875516,-1.4535407628758192
haze,2.0,2.0,-3.745351966101456,P1003,205,0.1195609389414273,-9.947708356917364
haze,2.0,2.0,-3.745351966101456,P1029,205,0.1105418142572966,-5.416695475099384
haze,2.0,2.0,-3.745351966101456,P1148,71,0.0530112809895812,-1.4665949750964753
haze,2.0,2.0,-3.745351966101456,P1158,146,0.0937186720226844,-4.994880729950063
haze,2.0,2.0,-3.745351966101456,P1207,27,1.0,8.203172773903809
haze,2.0,2.0,-3.745351966101456,P1216,34,0.3150960014091949,7.820576304007783
haze,2.0,2.0,-3.745351966101456,P1242,197,0.0827586206896551,1.0276772410505044
haze,2.0,2.0,-3.745351966101456,P1358,153,0.1258375473570086,-0.5035654998513757
haze,2.0,2.0,-3.745351966101456,P1522,86,0.1014611592470418,-6.2062216849659375
haze,2.0,2.0,-3.745351966101456,P1676,79,0.0180668559225252,-0.684643378333431
haze,2.0,2.0,-3.745351966101456,P1693,183,1.0,-4.649629614031485
haze,2.0,2.0,-3.745351966101456,P1960,131,0.2726676411544226,-5.790278337390608
haze,2.0,2.0,-3.745351966101456,P2002,20,0.1843167099275607,-2.014001555914583
haze,2.0,2.0,-3.745351966101456,P2045,20,0.1992402009904842,-8.98274535310346
haze,2.0,2.0,-3.745351966101456,P2210,197,0.139994800116557,1.023761393165845
haze,2.0,2.0,-3.745351966101456,P2257,175,0.1386819678948489,-7.1584781531260955
haze,2.0,2.0,-3.745351966101456,P2278,205,0.1131640471184606,-1.03625400596153
haze,2.0,2.0,-3.745351966101456,P2332,153,0.0433477259172159,-0.9024374379511846
haze,2.0,2.0,-3.745351966101456,P2352,138,0.0057878470257088,-2.9098595813212564
haze,2.0,2.0,-3.745351966101456,P2456,205,0.0103230007565093,-3.888079784141603
haze,2.0,2.0,-3.745351966101456,P2528,153,0.0340069959597907,-4.597145720463633
haze,2.0,2.0,-3.745351966101456,P2591,160,0.0999194057513231,-3.914795587531718
haze,2.0,2.0,-3.745351966101456,P2613,183,0.1955630772324592,-9.226302301663784
haze,2.0,2.0,-3.745351966101456,P2724,175,0.0499224441945823,-1.9633209705011945
haze,2.0,2.0,-3.745351966101456,P2754,138,0.0015002846522219,0.2071711822927556
haze,2.5,2.5,-4.268570215477657,P0063,190,0.2257500016405626,-0.0392655462716577
haze,2.5,2.5,-4.268570215477657,P0081,153,0.0865847857637611,-6.44623347633039
haze,2.5,2.5,-4.268570215477657,P0198,153,0.3894801406793034,-4.217477654028361
haze,2.5,2.5,-4.268570215477657,P0308,34,0.1279189870995297,-6.172731962841098
haze,2.5,2.5,-4.268570215477657,P0336,123,0.0936099216428581,-8.936414104286403
haze,2.5,2.5,-4.268570215477657,P0345,168,0.0619689875753721,-6.753706386369913
haze,2.5,2.5,-4.268570215477657,P0363,108,0.2033302749972362,-6.593880652539133
haze,2.5,2.5,-4.268570215477657,P0368,49,0.1636730854899877,-6.0892344052852945
haze,2.5,2.5,-4.268570215477657,P0377,20,0.1650952297294858,-7.718451983916386
haze,2.5,2.5,-4.268570215477657,P0452,20,0.0626364089232282,-4.554629711862026
haze,2.5,2.5,-4.268570215477657,P0517,197,0.2024336797361313,-5.8856946678921505
haze,2.5,2.5,-4.268570215477657,P0565,168,0.1004236739375774,-9.275489390786351
haze,2.5,2.5,-4.268570215477657,P0649,138,0.3152956479586847,-8.471774439962935
haze,2.5,2.5,-4.268570215477657,P0699,34,0.1058227871646754,-6.547492555320591
haze,2.5,2.5,-4.268570215477657,P0806,101,0.1305149890165563,-1.974576130506456
haze,2.5,2.5,-4.268570215477657,P1003,197,0.1181550799610361,-10.469921172420843
haze,2.5,2.5,-4.268570215477657,P1029,57,0.1071307514360301,-5.937331609481452
haze,2.5,2.5,-4.268570215477657,P1148,20,0.0410199726374311,-1.9879747124947496
haze,2.5,2.5,-4.268570215477657,P1158,146,0.0914890757193403,-5.515696595099239
haze,2.5,2.5,-4.268570215477657,P1207,49,1.0,7.635119217725437
haze,2.5,2.5,-4.268570215477657,P1216,86,0.2385173540276156,7.295009099793226
haze,2.5,2.5,-4.268570215477657,P1242,160,0.0972840075039226,0.5084271744256931
haze,2.5,2.5,-4.268570215477657,P1358,153,0.1149068780812465,-1.0259237392561882
haze,2.5,2.5,-4.268570215477657,P1522,131,0.0821247447724856,-6.727946084698971
haze,2.5,2.5,-4.268570215477657,P1676,27,0.0127326938010116,-1.2100551048203754
haze,2.5,2.5,-4.268570215477657,P1693,183,1.0,-5.174632740511188
haze,2.5,2.5,-4.268570215477657,P1960,123,0.2830045678049951,-6.30996569871607
haze,2.5,2.5,-4.268570215477657,P2002,42,0.1804884338400688,-2.5352195806301507
haze,2.5,2.5,-4.268570215477657,P2045,20,0.2031370064842931,-9.50322884322832
haze,2.5,2.5,-4.268570215477657,P2210,175,0.1122241659912735,0.5028003574439475
haze,2.5,2.5,-4.268570215477657,P2257,168,0.1419446562311107,-7.68305114347708
haze,2.5,2.5,-4.268570215477657,P2278,183,0.118632701439153,-1.557860609819552
haze,2.5,2.5,-4.268570215477657,P2332,153,0.0646612028585996,-1.4236184162396683
