distortion,level,level_numeric,snr_db_mean,name,snr_db,n_clean_kp,n_stage_kp,n_good,good_ratio
haze,1.5,1.5,-2.808582539633451,P2278,-0.102457797343696,1000,1000,708,0.708
haze,1.5,1.5,-2.808582539633451,P2332,0.0312512240632204,1000,1000,861,0.861
haze,1.5,1.5,-2.808582539633451,P2352,-1.976927502024134,1000,1000,799,0.799
haze,1.5,1.5,-2.808582539633451,P2456,-2.955062425589803,1000,1000,928,0.928
haze,1.5,1.5,-2.808582539633451,P2528,-3.663438216394943,1000,1000,854,0.854
haze,1.5,1.5,-2.808582539633451,P2591,-2.9815562555769084,1000,1000,745,0.745
haze,1.5,1.5,-2.808582539633451,P2613,-8.286569694697352,1000,1000,879,0.879
haze,1.5,1.5,-2.808582539633451,P2724,-1.0302486023462831,1000,1000,856,0.856
haze,1.5,1.5,-2.808582539633451,P2754,1.1407302816996128,1000,1000,812,0.812
haze,2.0,2.0,-3.745351966101456,P0063,0.4818235707945951,1000,1000,847,0.847
haze,2.0,2.0,-3.745351966101456,P0081,-5.929344072158042,1000,1000,564,0.564
haze,2.0,2.0,-3.745351966101456,P0198,-3.696297975689572,1000,1000,818,0.818
haze,2.0,2.0,-3.745351966101456,P0308,-5.65184546876044,1000,1000,699,0.699
haze,2.0,2.0,-3.745351966101456,P0336,-8.415716496313214,1000,1000,880,0.88
haze,2.0,2.0,-3.745351966101456,P0345,-6.232099885397023,1000,1000,685,0.685
haze,2.0,2.0,-3.745351966101456,P0363,-6.062311073805176,1000,1000,615,0.615
haze,2.0,2.0,-3.745351966101456,P0368,-5.564358452434712,1000,1000,689,0.689
haze,2.0,2.0,-3.745351966101456,P0377,-7.188952052611648,1000,982,484,0.49287169042769857
haze,2.0,2.0,-3.745351966101456,P0452,-4.038984360388187,1000,1000,817,0.817
haze,2.0,2.0,-3.745351966101456,P0517,-5.364663798490481,1000,1000,818,0.818
haze,2.0,2.0,-3.745351966101456,P0565,-8.754796241711318,1000,1000,887,0.887
haze,2.0,2.0,-3.745351966101456,P0649,-7.946725574811411,1000,985,489,0.4964467005076142
