name,ods_threshold,ods_f_score
P0063,212,0.2497901765715932
P0081,123,0.07666368911125565
P0198,153,0.4533505770312627
P0308,20,0.12205005329313284
P0336,79,0.08421446745867586
P0345,153,0.05667947812206544
P0363,42,0.1954411806930359
P0368,34,0.14536110034413252
P0377,20,0.13864269596473905
P0452,20,0.04757852085433021
P0517,205,0.1684286422644469
P0565,197,0.11395569102465118
P0649,123,0.41999672988834696
P0699,42,0.08663894331880233
P0806,79,0.1462281021049937
P1003,205,0.09591326294568692
P1029,205,0.13935273259718503
P1148,27,0.034625304812238814
P1158,49,0.08612507080841907
P1207,42,1.0
P1216,71,0.11197992543392815
P1242,160,0.07835693601207824
P1358,101,0.11475447012768797
P1522,64,0.1145729798395884
P1676,71,0.013447374807893325
P1693,168,1.0
P1960,131,0.31853194643134436
P2002,197,0.22281703980024298
P2045,64,0.18326371216233114
P2210,197,0.11009658047693632
P2257,49,0.12484511144110155
P2278,168,0.14822152673393746
P2332,20,0.018024346652989482
P2352,42,0.006650567777107832
P2456,20,0.0049797393881737045
P2528,175,0.025109683571926028
P2591,168,0.10690744762608342
P2613,168,0.21233295708451186
P2724,101,0.043170782066356134
P2754,34,0.0025029276291176294
