name,n_keypoints,mean_response
P0063,1000,0.000664434312900994
P0081,1000,0.0005895370757061755
P0198,1000,0.0005891423359425972
P0308,988,0.00018690385081430728
P0336,1000,0.0010226575116103049
P0345,1000,0.0001293906620476264
P0363,1000,0.0009856004146713531
P0368,1000,0.00038322975033952387
P0377,734,3.801960864920939e-05
P0452,1000,0.0010299231485259952
P0517,1000,0.0017539661841874477
P0565,1000,0.0004163140716045746
P0649,591,4.5415983952698465e-05
P0699,1000,0.00286641203740146
P0806,1000,0.000242705010172358
P1003,1000,0.000316836400928878
P1029,1000,0.0007189921897661406
P1148,263,6.16009999612461e-05
P1158,359,1.795740938803667e-05
P1207,0,0.0
P1216,3,1.2920961201719667e-06
P1242,234,2.1919936614024577e-05
P1358,842,2.9866315437773085e-05
P1522,610,6.426041093331538e-05
P1676,144,1.1440143053715386e-05
P1693,166,1.8091587350171043e-05
P1960,1000,0.0035615701492642984
P2002,1000,0.002421104024280794
P2045,1000,0.00024775895804486934
P2210,1000,0.0010764740805025213
P2257,1000,0.00022050961952481884
P2278,1000,0.00026933178094623144
P2332,1000,0.00023145698381995316
P2352,1000,0.00018071230818895857
P2456,1000,0.000624418013729155
P2528,1000,0.0007406086869450519
P2591,1000,0.00045953185616235716
P2613,1000,0.002103432652307674
P2724,1000,0.00017044091665957239
P2754,1000,0.00029490387089026627
