name,edge_pixel_frac,mean_response
P0063,0.6585969924926758,95.40466785430908
P0081,0.20986175537109375,30.241893768310547
P0198,0.4712400436401367,64.39425086975098
P0308,0.19546890258789062,26.55465030670166
P0336,0.21936416625976562,31.634167671203613
P0345,0.22187042236328125,29.170828819274902
P0363,0.26984310150146484,34.39958095550537
P0368,0.3268699645996094,41.15608310699463
P0377,0.14354801177978516,17.658151626586914
P0452,0.29949283599853516,40.878018379211426
P0517,0.48212432861328125,69.64989471435547
P0565,0.18211936950683594,23.347150802612305
P0649,0.11711502075195312,15.189163208007812
P0699,0.13267993927001953,19.731478691101074
P0806,0.3627128601074219,47.56563472747803
P1003,0.21557140350341797,28.807735443115234
P1029,0.3797721862792969,51.973392486572266
P1148,0.1876993179321289,19.834925651550293
P1158,0.12578296661376953,14.381970405578613
P1207,0.0,0.07927608489990234
P1216,0.00022411346435546875,0.1717052459716797
P1242,0.22009849548339844,22.536133766174316
P1358,0.4830923080444336,48.45776844024658
P1522,0.1870403289794922,18.066781997680664
P1676,0.19956493377685547,20.053213119506836
P1693,0.11643409729003906,13.066179275512695
P1960,0.35486316680908203,47.70482635498047
P2002,0.4084281921386719,56.64384460449219
P2045,0.22925758361816406,30.668570518493652
P2210,0.45805835723876953,59.702091217041016
P2257,0.31326866149902344,41.878910064697266
P2278,0.23702335357666016,29.467543601989746
P2332,0.4648256301879883,48.889071464538574
P2352,0.5284051895141602,63.6539421081543
P2456,0.7303304672241211,92.4652681350708
P2528,0.39132022857666016,48.38596057891846
P2591,0.38971996307373047,56.5784330368042
P2613,0.2382488250732422,32.157955169677734
P2724,0.48984718322753906,51.03463268280029
P2754,0.5534210205078125,61.571228981018066
