name,ods_threshold,ods_f_score
P0063,220,0.20829165741809857
P0081,205,0.08017273417653514
P0198,175,0.409780039717392
P0308,20,0.12130834947947285
P0336,197,0.08603483631583911
P0345,205,0.05233954371854941
P0363,57,0.19882700023024133
P0368,20,0.15035211899890857
P0377,20,0.13528905913551986
P0452,20,0.06523462521305444
P0517,227,0.14659464260030453
P0565,220,0.07685058820287433
P0649,138,0.34661229672070515
P0699,42,0.08966126613827372
P0806,94,0.1346341827241112
P1003,235,0.09001592841455194
P1029,220,0.10176358513975521
P1148,20,0.031923408420903764
P1158,116,0.09041884403253578
P1207,34,1.0
P1216,20,0.3772491074269151
P1242,205,0.06790546860385357
P1358,146,0.13227004720433633
P1522,79,0.12155543061886998
P1676,116,0.023440094862645835
P1693,212,1.0
P1960,94,0.28091424375564994
P2002,20,0.1813393751841244
P2045,20,0.18191700324050858
P2210,160,0.11282145514262834
P2257,49,0.12469672862217591
P2278,205,0.12614720560293308
P2332,160,0.04336003243367234
P2352,220,0.012895116110226151
P2456,138,0.006641280553738972
P2528,131,0.03345290744211147
P2591,197,0.10152881986552005
P2613,175,0.18231178143835206
P2724,183,0.07153990728415474
P2754,153,0.001853979380590378
