name,ods_threshold,ods_f_score
P0063,20,0.24712930260482668
P0081,20,0.035245191917233645
P0198,20,0.36408491847446034
P0308,20,0.04369502759964294
P0336,20,0.04777858780221252
P0345,20,0.07437910074977273
P0363,20,0.10416921728076577
P0368,20,0.11274270742177626
P0377,20,0.017214139175136176
P0452,20,0.02203463482901191
P0517,20,0.1891291749586313
P0565,20,0.11371136580928005
P0649,94,0.36595626714541096
P0699,20,0.04382108691248652
P0806,20,0.06531868389776196
P1003,20,0.10193433582006584
P1029,20,0.15782826006558953
P1148,20,0.0
P1158,20,0.0
P1207,27,1.0
P1216,20,0.0
P1242,20,0.02143594357847937
P1358,20,0.07059705459412947
P1522,20,0.023317651871548373
P1676,64,0.07483627533599607
P1693,116,1.0
P1960,20,0.21567729169621258
P2002,20,0.2259592076503329
P2045,20,0.033854117956894234
P2210,20,0.043632078682394396
P2257,20,0.05222727884802452
P2278,20,0.10041467083421782
P2332,20,0.0
P2352,20,0.0
P2456,20,0.0
P2528,20,0.0
P2591,20,0.04612453474604838
P2613,20,0.1141689255155483
P2724,20,0.0
P2754,20,0.0
