name,ods_threshold,ods_f_score
P0063,205,0.1900590066172262
P0081,34,0.06763980491069109
P0198,101,0.31045349470246414
P0308,20,0.11449070341983478
P0336,94,0.09220109030913498
P0345,131,0.060978551043417574
P0363,57,0.18227608906774617
P0368,20,0.15183674955141097
P0377,64,0.10062367966410521
P0452,20,0.05986791982175231
P0517,183,0.14752148962644654
P0565,183,0.10985164410141614
P0649,101,0.2444930924596015
P0699,20,0.0831892965102141
P0806,49,0.09731737191680759
P1003,183,0.10498826900087735
P1029,175,0.16989642561878635
P1148,20,0.045033584892113454
P1158,116,0.030142276149192588
P1207,57,1.0
P1216,20,0.47650531570232063
P1242,175,0.059126929233444654
P1358,131,0.10352085184681104
P1522,86,0.042947983620948975
P1676,20,0.00943917911210652
P1693,183,1.0
P1960,146,0.29892204432968406
P2002,175,0.23935797606279538
P2045,20,0.17139594019940402
P2210,108,0.10369956344133067
P2257,27,0.11557285902133775
P2278,131,0.12066029388012332
P2332,49,0.03443784621154588
P2352,20,0.004441406356137879
P2456,131,0.025305210217809588
P2528,20,0.022012490227589734
P2591,94,0.0966915044303047
P2613,123,0.21061379010778583
P2724,146,0.03275464448965274
P2754,20,0.003326745428234244
