distortion,level,level_numeric,snr_db_mean,name,snr_db,n_clean_kp,n_dist_kp,n_good,good_ratio
noise,25,25.0,10.108449678631985,P2278,13.042293298374224,1000,1000,634,0.634
noise,25,25.0,10.108449678631985,P2332,12.563257648400723,1000,1000,651,0.651
noise,25,25.0,10.108449678631985,P2352,11.44733846765272,1000,1000,694,0.694
noise,25,25.0,10.108449678631985,P2456,11.31900364309873,1000,1000,712,0.712
noise,25,25.0,10.108449678631985,P2528,10.806534867124878,1000,1000,723,0.723
noise,25,25.0,10.108449678631985,P2591,10.991131578552288,1000,1000,731,0.731
noise,25,25.0,10.108449678631985,P2613,9.37348864071137,1000,1000,780,0.78
noise,25,25.0,10.108449678631985,P2724,11.927110987673064,1000,1000,632,0.632
noise,25,25.0,10.108449678631985,P2754,13.373608469351144,1000,1000,673,0.673
noise,35,35.0,7.606840899682929,P0063,11.048568196713749,1000,1000,623,0.623
noise,35,35.0,7.606840899682929,P0081,8.564251980221162,1000,1000,564,0.564
noise,35,35.0,7.606840899682929,P0198,8.962329374289618,1000,1000,609,0.609
noise,35,35.0,7.606840899682929,P0308,5.872112228888487,1000,1000,408,0.408
noise,35,35.0,7.606840899682929,P0336,6.321857831587458,1000,1000,657,0.657
noise,35,35.0,7.606840899682929,P0345,5.750366408922911,1000,1000,521,0.521
noise,35,35.0,7.606840899682929,P0363,7.524264517105561,1000,1000,609,0.609
noise,35,35.0,7.606840899682929,P0368,7.685492994232131,1000,1000,586,0.586
noise,35,35.0,7.606840899682929,P0377,7.0693892481409275,1000,1000,269,0.269
noise,35,35.0,7.606840899682929,P0452,9.247768995799662,1000,1000,649,0.649
noise,35,35.0,7.606840899682929,P0517,7.898240342796321,1000,1000,715,0.715
noise,35,35.0,7.606840899682929,P0565,5.732585071650208,1000,1000,628,0.628
noise,35,35.0,7.606840899682929,P0649,4.020120765566498,1000,1000,233,0.233
noise,35,35.0,7.606840899682929,P0699,8.031884146835937,1000,1000,638,0.638
noise,35,35.0,7.606840899682929,P0806,9.752746964185263,1000,1000,502,0.502
noise,35,35.0,7.606840899682929,P1003,5.309191479392038,1000,1000,561,0.561
noise,35,35.0,7.606840899682929,P1029,7.9252876670846275,1000,1000,576,0.576
noise,35,35.0,7.606840899682929,P1148,9.86422811538182,417,1000,170,0.407673860911271
noise,35,35.0,7.606840899682929,P1158,7.596510922962655,939,1000,190,0.20234291799787008
noise,35,35.0,7.606840899682929,P1207,2.457235977217895,93,785,0,0.0
noise,35,35.0,7.606840899682929,P1216,4.423860006043564,155,800,0,0.0
noise,35,35.0,7.606840899682929,P1242,8.818687332292992,1000,1000,238,0.238
noise,35,35.0,7.606840899682929,P1358,8.436669854810036,1000,1000,441,0.441
noise,35,35.0,7.606840899682929,P1522,4.836094459870875,1000,1000,326,0.326
noise,35,35.0,7.606840899682929,P1676,4.204731345305023,536,988,122,0.22761194029850745
noise,35,35.0,7.606840899682929,P1693,2.0787386105455727,825,946,96,0.11636363636363636
noise,35,35.0,7.606840899682929,P1960,7.967248691920599,1000,1000,733,0.733
noise,35,35.0,7.606840899682929,P2002,10.125409065632144,1000,1000,668,0.668
noise,35,35.0,7.606840899682929,P2045,5.900434693190877,1000,1000,588,0.588
noise,35,35.0,7.606840899682929,P2210,11.097135733621831,1000,1000,601,0.601
noise,35,35.0,7.606840899682929,P2257,7.532889420901691,1000,1000,600,0.6
noise,35,35.0,7.606840899682929,P2278,10.564978628800102,1000,1000,546,0.546
noise,35,35.0,7.606840899682929,P2332,10.046179274532005,1000,1000,549,0.549
noise,35,35.0,7.606840899682929,P2352,8.939859766946354,1000,1000,595,0.595
noise,35,35.0,7.606840899682929,P2456,8.845014137401698,1000,1000,645,0.645
noise,35,35.0,7.606840899682929,P2528,8.313440924873545,1000,1000,654,0.654
noise,35,35.0,7.606840899682929,P2591,8.496307777134128,1000,1000,636,0.636
noise,35,35.0,7.606840899682929,P2613,6.723096329204116,1000,1000,681,0.681
noise,35,35.0,7.606840899682929,P2724,9.397481110245389,1000,1000,526,0.526
noise,35,35.0,7.606840899682929,P2754,10.89094559506968,1000,1000,551,0.551
noise,50,50.0,4.980252769363661,P0063,8.420981274281994,1000,1000,500,0.5
noise,50,50.0,4.980252769363661,P0081,5.742045445268489,1000,1000,425,0.425
noise,50,50.0,4.980252769363661,P0198,6.372664185148487,1000,1000,457,0.457
noise,50,50.0,4.980252769363661,P0308,3.3457982474153103,1000,1000,260,0.26
noise,50,50.0,4.980252769363661,P0336,3.817266105915387,1000,1000,531,0.531
noise,50,50.0,4.980252769363661,P0345,3.233899461288223,1000,1000,353,0.353
noise,50,50.0,4.980252769363661,P0363,4.847427646963676,1000,1000,435,0.435
noise,50,50.0,4.980252769363661,P0368,4.984548867376802,1000,1000,418,0.418
noise,50,50.0,4.980252769363661,P0377,4.383407127869971,1000,1000,141,0.141
noise,50,50.0,4.980252769363661,P0452,6.559730406814958,1000,1000,538,0.538
noise,50,50.0,4.980252769363661,P0517,5.299530746845117,1000,1000,621,0.621
noise,50,50.0,4.980252769363661,P0565,3.207445463700939,1000,1000,495,0.495
noise,50,50.0,4.980252769363661,P0649,1.198685409516268,1000,1000,125,0.125
noise,50,50.0,4.980252769363661,P0699,5.270684218328164,1000,1000,514,0.514
noise,50,50.0,4.980252769363661,P0806,7.096314487272921,1000,1000,363,0.363
noise,50,50.0,4.980252769363661,P1003,2.6347644987507053,1000,1000,396,0.396
noise,50,50.0,4.980252769363661,P1029,5.385124305288029,1000,1000,433,0.433
noise,50,50.0,4.980252769363661,P1148,7.164647521404321,417,1000,106,0.2541966426858513
noise,50,50.0,4.980252769363661,P1158,5.016450166837698,939,1000,104,0.11075612353567625
noise,50,50.0,4.980252769363661,P1207,0.0615826783338469,93,867,0,0.0
noise,50,50.0,4.980252769363661,P1216,1.9967531047946827,155,882,0,0.0
noise,50,50.0,4.980252769363661,P1242,6.0848033094447995,1000,1000,119,0.119
noise,50,50.0,4.980252769363661,P1358,5.760237204532313,1000,1000,261,0.261
noise,50,50.0,4.980252769363661,P1522,2.392292725142042,1000,1000,211,0.211
noise,50,50.0,4.980252769363661,P1676,1.7773556563940107,536,987,72,0.13432835820895522
noise,50,50.0,4.980252769363661,P1693,-0.3561990499188405,825,961,33,0.04
noise,50,50.0,4.980252769363661,P1960,5.368404670308264,1000,1000,626,0.626
noise,50,50.0,4.980252769363661,P2002,7.477305172744494,1000,1000,548,0.548
noise,50,50.0,4.980252769363661,P2045,3.045400340762248,1000,1000,466,0.466
noise,50,50.0,4.980252769363661,P2210,8.417491432910921,1000,1000,466,0.466
noise,50,50.0,4.980252769363661,P2257,4.829972755911008,1000,1000,475,0.475
noise,50,50.0,4.980252769363661,P2278,7.925426993026543,1000,1000,405,0.405
noise,50,50.0,4.980252769363661,P2332,7.384516854645794,1000,1000,406,0.406
noise,50,50.0,4.980252769363661,P2352,6.305120693691312,1000,1000,446,0.446
noise,50,50.0,4.980252769363661,P2456,6.232592206623085,1000,1000,541,0.541
noise,50,50.0,4.980252769363661,P2528,5.716742859358506,1000,1000,537,0.537
noise,50,50.0,4.980252769363661,P2591,5.895345580959301,1000,1000,510,0.51
noise,50,50.0,4.980252769363661,P2613,3.9176376769619137,1000,1000,552,0.552
noise,50,50.0,4.980252769363661,P2724,6.740637879054518,1000,1000,384,0.384
noise,50,50.0,4.980252769363661,P2754,8.255274442578191,1000,1000,433,0.433
