distortion,level,level_numeric,snr_db_mean,name,snr_db,n_clean_kp,n_dist_kp,n_good,good_ratio
jpeg,3,3.0,14.437534838522705,P1522,14.01442495693778,1000,1000,93,0.093
jpeg,3,3.0,14.437534838522705,P1676,12.888667495155858,536,957,3,0.005597014925373134
jpeg,3,3.0,14.437534838522705,P1693,11.89917676676072,825,872,0,0.0
jpeg,3,3.0,14.437534838522705,P1960,12.494472471060412,1000,1000,438,0.438
jpeg,3,3.0,14.437534838522705,P2002,14.424606798748435,1000,1000,346,0.346
jpeg,3,3.0,14.437534838522705,P2045,13.153590935202292,1000,1000,249,0.249
jpeg,3,3.0,14.437534838522705,P2210,17.620211272002603,1000,1000,219,0.219
jpeg,3,3.0,14.437534838522705,P2257,12.708355565484656,1000,1000,257,0.257
jpeg,3,3.0,14.437534838522705,P2278,15.718446459341957,1000,1000,213,0.213
jpeg,3,3.0,14.437534838522705,P2332,16.060658861486566,1000,1000,248,0.248
jpeg,3,3.0,14.437534838522705,P2352,14.761401762237089,1000,1000,181,0.181
jpeg,3,3.0,14.437534838522705,P2456,11.882895850381365,1000,1000,328,0.328
jpeg,3,3.0,14.437534838522705,P2528,14.288779035568524,1000,1000,363,0.363
jpeg,3,3.0,14.437534838522705,P2591,12.975312662317304,1000,1000,256,0.256
jpeg,3,3.0,14.437534838522705,P2613,12.760416150328847,1000,1000,345,0.345
jpeg,3,3.0,14.437534838522705,P2724,15.105169071196018,1000,1000,180,0.18
jpeg,3,3.0,14.437534838522705,P2754,16.30736882517285,1000,1000,263,0.263
jpeg,5,5.0,16.218186348216353,P0063,15.22161145451548,1000,1000,430,0.43
jpeg,5,5.0,16.218186348216353,P0081,15.775098507539395,1000,1000,452,0.452
jpeg,5,5.0,16.218186348216353,P0198,15.878326197566286,1000,1000,456,0.456
jpeg,5,5.0,16.218186348216353,P0308,15.952630746108074,1000,1000,279,0.279
jpeg,5,5.0,16.218186348216353,P0336,15.431466880626031,1000,1000,533,0.533
jpeg,5,5.0,16.218186348216353,P0345,14.53950428938654,1000,1000,335,0.335
jpeg,5,5.0,16.218186348216353,P0363,15.576651999312556,1000,1000,446,0.446
jpeg,5,5.0,16.218186348216353,P0368,15.9470257720009,1000,1000,421,0.421
jpeg,5,5.0,16.218186348216353,P0377,14.12145525354633,1000,1000,159,0.159
jpeg,5,5.0,16.218186348216353,P0452,15.096805790441554,1000,1000,507,0.507
jpeg,5,5.0,16.218186348216353,P0517,13.43351321760471,1000,1000,541,0.541
jpeg,5,5.0,16.218186348216353,P0565,14.011955715429384,1000,1000,434,0.434
jpeg,5,5.0,16.218186348216353,P0649,13.190717904499484,1000,1000,160,0.16
jpeg,5,5.0,16.218186348216353,P0699,18.06621235822788,1000,1000,395,0.395
jpeg,5,5.0,16.218186348216353,P0806,17.71917025902127,1000,1000,359,0.359
jpeg,5,5.0,16.218186348216353,P1003,12.67978034248666,1000,1000,378,0.378
jpeg,5,5.0,16.218186348216353,P1029,15.07221957334967,1000,1000,385,0.385
jpeg,5,5.0,16.218186348216353,P1148,21.040883551891124,417,1000,144,0.34532374100719426
jpeg,5,5.0,16.218186348216353,P1158,18.266624290879236,939,1000,141,0.1501597444089457
jpeg,5,5.0,16.218186348216353,P1207,16.930029556698003,93,3,0,0.0
jpeg,5,5.0,16.218186348216353,P1216,16.90300657359296,155,41,0,0.0
jpeg,5,5.0,16.218186348216353,P1242,21.178403414143155,1000,1000,101,0.101
jpeg,5,5.0,16.218186348216353,P1358,19.131413678333587,1000,1000,219,0.219
jpeg,5,5.0,16.218186348216353,P1522,17.687303158971865,1000,1000,205,0.205
jpeg,5,5.0,16.218186348216353,P1676,19.293875891963268,536,987,35,0.06529850746268656
jpeg,5,5.0,16.218186348216353,P1693,14.769208314827411,825,966,21,0.025454545454545455
jpeg,5,5.0,16.218186348216353,P1960,14.447599941828134,1000,1000,612,0.612
jpeg,5,5.0,16.218186348216353,P2002,16.27117992282966,1000,1000,485,0.485
jpeg,5,5.0,16.218186348216353,P2045,13.346643692433972,1000,1000,446,0.446
jpeg,5,5.0,16.218186348216353,P2210,19.37819629131758,1000,1000,423,0.423
jpeg,5,5.0,16.218186348216353,P2257,13.968331971125814,1000,1000,413,0.413
jpeg,5,5.0,16.218186348216353,P2278,19.32560711462325,1000,1000,356,0.356
jpeg,5,5.0,16.218186348216353,P2332,18.10339314345165,1000,1000,421,0.421
jpeg,5,5.0,16.218186348216353,P2352,16.94038426637713,1000,1000,415,0.415
jpeg,5,5.0,16.218186348216353,P2456,13.487981686354352,1000,1000,486,0.486
jpeg,5,5.0,16.218186348216353,P2528,16.346366581736163,1000,1000,547,0.547
jpeg,5,5.0,16.218186348216353,P2591,14.783873492259811,1000,1000,446,0.446
jpeg,5,5.0,16.218186348216353,P2613,13.993518580810072,1000,1000,519,0.519
jpeg,5,5.0,16.218186348216353,P2724,17.03796836631622,1000,1000,366,0.366
jpeg,5,5.0,16.218186348216353,P2754,18.381514184227488,1000,1000,464,0.464
jpeg,10,10.0,19.688575281576988,P0063,17.868933501102248,1000,1000,651,0.651
jpeg,10,10.0,19.688575281576988,P0081,20.34971478443176,1000,1000,700,0.7
jpeg,10,10.0,19.688575281576988,P0198,19.629713604371595,1000,1000,673,0.673
jpeg,10,10.0,19.688575281576988,P0308,18.199097719838683,1000,1000,525,0.525
jpeg,10,10.0,19.688575281576988,P0336,18.184490189943105,1000,1000,734,0.734
jpeg,10,10.0,19.688575281576988,P0345,17.90844213567796,1000,1000,623,0.623
jpeg,10,10.0,19.688575281576988,P0363,18.844970050267747,1000,1000,710,0.71
jpeg,10,10.0,19.688575281576988,P0368,19.594530152161653,1000,1000,668,0.668
jpeg,10,10.0,19.688575281576988,P0377,18.578662945511734,1000,1000,358,0.358
jpeg,10,10.0,19.688575281576988,P0452,18.213906745601037,1000,1000,727,0.727
jpeg,10,10.0,19.688575281576988,P0517,16.5387162125528,1000,1000,757,0.757
jpeg,10,10.0,19.688575281576988,P0565,16.92375697752014,1000,1000,651,0.651
jpeg,10,10.0,19.688575281576988,P0649,18.446600355969963,1000,1000,343,0.343
jpeg,10,10.0,19.688575281576988,P0699,22.565134363335662,1000,1000,672,0.672
jpeg,10,10.0,19.688575281576988,P0806,21.547781171493444,1000,1000,601,0.601
jpeg,10,10.0,19.688575281576988,P1003,15.724882152700276,1000,1000,577,0.577
jpeg,10,10.0,19.688575281576988,P1029,17.562564559269763,1000,1000,627,0.627
jpeg,10,10.0,19.688575281576988,P1148,24.80857672314382,417,647,237,0.5683453237410072
jpeg,10,10.0,19.688575281576988,P1158,21.475547780373564,939,1000,349,0.37167199148029817
jpeg,10,10.0,19.688575281576988,P1207,19.296192820912378,93,35,1,0.02857142857142857
jpeg,10,10.0,19.688575281576988,P1216,23.781773448300775,155,74,0,0.0
jpeg,10,10.0,19.688575281576988,P1242,26.60247812052376,1000,1000,338,0.338
jpeg,10,10.0,19.688575281576988,P1358,22.361952911552777,1000,1000,518,0.518
jpeg,10,10.0,19.688575281576988,P1522,21.621485566432096,1000,1000,450,0.45
jpeg,10,10.0,19.688575281576988,P1676,23.349739914592163,536,668,140,0.26119402985074625
jpeg,10,10.0,19.688575281576988,P1693,19.06188612044553,825,792,140,0.17676767676767677
jpeg,10,10.0,19.688575281576988,P1960,17.180789481701062,1000,1000,779,0.779
jpeg,10,10.0,19.688575281576988,P2002,18.955062054807694,1000,1000,698,0.698
jpeg,10,10.0,19.688575281576988,P2045,17.061994056725165,1000,1000,639,0.639
jpeg,10,10.0,19.688575281576988,P2210,22.098891768561792,1000,1000,662,0.662
jpeg,10,10.0,19.688575281576988,P2257,17.696956149205953,1000,1000,642,0.642
jpeg,10,10.0,19.688575281576988,P2278,22.41815767529062,1000,1000,564,0.564
jpeg,10,10.0,19.688575281576988,P2332,20.967059213276716,1000,1000,654,0.654
jpeg,10,10.0,19.688575281576988,P2352,20.1870508345715,1000,1000,654,0.654
jpeg,10,10.0,19.688575281576988,P2456,15.80714766885624,1000,1000,678,0.678
jpeg,10,10.0,19.688575281576988,P2528,19.38664827975415,1000,1000,727,0.727
jpeg,10,10.0,19.688575281576988,P2591,18.197541684017175,1000,1000,672,0.672
jpeg,10,10.0,19.688575281576988,P2613,17.552753995744837,1000,1000,720,0.72
jpeg,10,10.0,19.688575281576988,P2724,19.611522741617165,1000,1000,601,0.601
jpeg,10,10.0,19.688575281576988,P2754,21.379904630923065,1000,1000,664,0.664
jpeg,20,20.0,22.715415437378294,P0063,20.376639941022717,1000,1000,763,0.763
jpeg,20,20.0,22.715415437378294,P0081,23.47331064954517,1000,1000,805,0.805
jpeg,20,20.0,22.715415437378294,P0198,22.468834630095465,1000,1000,822,0.822
jpeg,20,20.0,22.715415437378294,P0308,21.53016601684499,1000,1000,760,0.76
jpeg,20,20.0,22.715415437378294,P0336,20.734043521008164,1000,1000,836,0.836
jpeg,20,20.0,22.715415437378294,P0345,21.049107413597056,1000,1000,770,0.77
jpeg,20,20.0,22.715415437378294,P0363,21.728045277035683,1000,1000,843,0.843
jpeg,20,20.0,22.715415437378294,P0368,22.533529544261203,1000,1000,785,0.785
jpeg,20,20.0,22.715415437378294,P0377,21.50759680173979,1000,1000,607,0.607
jpeg,20,20.0,22.715415437378294,P0452,20.94043901987664,1000,1000,818,0.818
jpeg,20,20.0,22.715415437378294,P0517,19.294538929362957,1000,1000,839,0.839
jpeg,20,20.0,22.715415437378294,P0565,19.28769851181688,1000,1000,790,0.79
jpeg,20,20.0,22.715415437378294,P0649,21.837206411595982,1000,1000,580,0.58
jpeg,20,20.0,22.715415437378294,P0699,24.92716465502648,1000,1000,802,0.802
jpeg,20,20.0,22.715415437378294,P0806,24.99011355001749,1000,1000,746,0.746
jpeg,20,20.0,22.715415437378294,P1003,18.064653417876674,1000,1000,765,0.765
jpeg,20,20.0,22.715415437378294,P1029,19.96348648688414,1000,1000,752,0.752
jpeg,20,20.0,22.715415437378294,P1148,30.104761783914014,417,458,282,0.6762589928057554
jpeg,20,20.0,22.715415437378294,P1158,25.85290708272054,939,1000,524,0.5580404685835996
jpeg,20,20.0,22.715415437378294,P1207,24.983149499516188,93,47,0,0.0
jpeg,20,20.0,22.715415437378294,P1216,26.457134829149904,155,89,9,0.10112359550561797
jpeg,20,20.0,22.715415437378294,P1242,29.231745748318648,1000,1000,610,0.61
jpeg,20,20.0,22.715415437378294,P1358,25.65586257139964,1000,1000,732,0.732
jpeg,20,20.0,22.715415437378294,P1522,25.368669178257093,1000,1000,681,0.681
jpeg,20,20.0,22.715415437378294,P1676,27.185127490310848,536,538,261,0.4869402985074627
jpeg,20,20.0,22.715415437378294,P1693,23.05050531240977,825,723,348,0.48132780082987553
jpeg,20,20.0,22.715415437378294,P1960,19.795003452254925,1000,1000,847,0.847
jpeg,20,20.0,22.715415437378294,P2002,21.535769174699382,1000,1000,829,0.829
jpeg,20,20.0,22.715415437378294,P2045,19.4637342279256,1000,1000,769,0.769
jpeg,20,20.0,22.715415437378294,P2210,24.798327485670548,1000,1000,806,0.806
jpeg,20,20.0,22.715415437378294,P2257,19.778534962431618,1000,1000,755,0.755
jpeg,20,20.0,22.715415437378294,P2278,25.330235074863516,1000,1000,742,0.742
jpeg,20,20.0,22.715415437378294,P2332,23.851728931230976,1000,1000,803,0.803
jpeg,20,20.0,22.715415437378294,P2352,23.38840983151254,1000,1000,792,0.792
jpeg,20,20.0,22.715415437378294,P2456,18.076322110605545,1000,1000,785,0.785
jpeg,20,20.0,22.715415437378294,P2528,22.667913430852607,1000,1000,828,0.828
jpeg,20,20.0,22.715415437378294,P2591,20.716376749416977,1000,1000,792,0.792
jpeg,20,20.0,22.715415437378294,P2613,20.15060517865489,1000,1000,838,0.838
jpeg,20,20.0,22.715415437378294,P2724,22.225657593058457,1000,1000,742,0.742
jpeg,20,20.0,22.715415437378294,P2754,24.241561018350055,1000,1000,804,0.804
jpeg,40,40.0,25.44764178746442,P0063,22.924803285579053,1000,1000,840,0.84
jpeg,40,40.0,25.44764178746442,P0081,26.317025150234336,1000,1000,872,0.872
jpeg,40,40.0,25.44764178746442,P0198,25.172585887770392,1000,1000,885,0.885
jpeg,40,40.0,25.44764178746442,P0308,24.20549044584673,1000,1000,863,0.863
jpeg,40,40.0,25.44764178746442,P0336,23.21306853483378,1000,1000,900,0.9
jpeg,40,40.0,25.44764178746442,P0345,23.8031216232198,1000,1000,859,0.859
jpeg,40,40.0,25.44764178746442,P0363,24.49305937905084,1000,1000,871,0.871
jpeg,40,40.0,25.44764178746442,P0368,25.361427640426516,1000,1000,870,0.87
jpeg,40,40.0,25.44764178746442,P0377,24.324332917931628,1000,1000,744,0.744
jpeg,40,40.0,25.44764178746442,P0452,23.47538997274068,1000,1000,869,0.869
jpeg,40,40.0,25.44764178746442,P0517,21.907851470974865,1000,1000,898,0.898
jpeg,40,40.0,25.44764178746442,P0565,21.288975380519947,1000,1000,855,0.855
jpeg,40,40.0,25.44764178746442,P0649,24.47639088138517,1000,1000,748,0.748
jpeg,40,40.0,25.44764178746442,P0699,27.215054497417796,1000,1000,883,0.883
jpeg,40,40.0,25.44764178746442,P0806,27.921075144210626,1000,1000,854,0.854
jpeg,40,40.0,25.44764178746442,P1003,20.332194670518273,1000,1000,857,0.857
jpeg,40,40.0,25.44764178746442,P1029,22.467518593843465,1000,1000,855,0.855
jpeg,40,40.0,25.44764178746442,P1148,34.07143569434872,417,410,333,0.8121951219512196
jpeg,40,40.0,25.44764178746442,P1158,29.530020418032535,939,996,631,0.6719914802981896
jpeg,40,40.0,25.44764178746442,P1207,26.73341683379684,93,61,9,0.14754098360655737
jpeg,40,40.0,25.44764178746442,P1216,28.84449819724083,155,118,40,0.3389830508474576
jpeg,40,40.0,25.44764178746442,P1242,31.8289376846731,1000,1000,779,0.779
jpeg,40,40.0,25.44764178746442,P1358,28.921777790877616,1000,1000,853,0.853
jpeg,40,40.0,25.44764178746442,P1522,28.93415400882069,1000,1000,787,0.787
jpeg,40,40.0,25.44764178746442,P1676,30.75755743569087,536,527,373,0.7077798861480076
jpeg,40,40.0,25.44764178746442,P1693,26.776822791577256,825,787,536,0.6810673443456162
jpeg,40,40.0,25.44764178746442,P1960,22.40589246949206,1000,1000,894,0.894
jpeg,40,40.0,25.44764178746442,P2002,24.200143461862567,1000,1000,878,0.878
jpeg,40,40.0,25.44764178746442,P2045,21.76224141933286,1000,1000,833,0.833
jpeg,40,40.0,25.44764178746442,P2210,27.566475827586917,1000,1000,878,0.878
jpeg,40,40.0,25.44764178746442,P2257,21.82019373616256,1000,1000,810,0.81
jpeg,40,40.0,25.44764178746442,P2278,28.173513029123697,1000,1000,836,0.836
jpeg,40,40.0,25.44764178746442,P2332,26.67646366822526,1000,1000,880,0.88
jpeg,40,40.0,25.44764178746442,P2352,26.342223346663232,1000,1000,870,0.87
jpeg,40,40.0,25.44764178746442,P2456,20.46813611086044,1000,1000,849,0.849
jpeg,40,40.0,25.44764178746442,P2528,25.74160719666121,1000,1000,881,0.881
jpeg,40,40.0,25.44764178746442,P2591,23.2465100738473,1000,1000,871,0.871
jpeg,40,40.0,25.44764178746442,P2613,22.64444690649612,1000,1000,874,0.874
jpeg,40,40.0,25.44764178746442,P2724,24.76323208379966,1000,1000,824,0.824
jpeg,40,40.0,25.44764178746442,P2754,26.796605836900618,1000,1000,852,0.852
noise,5,5.0,18.419875122198725,P0063,20.566753568071327,1000,1000,858,0.858
noise,5,5.0,18.419875122198725,P0081,19.601950745599694,1000,1000,879,0.879
noise,5,5.0,18.419875122198725,P0198,19.329875272249467,1000,1000,885,0.885
noise,5,5.0,18.419875122198725,P0308,17.05627487510453,1000,1000,844,0.844
noise,5,5.0,18.419875122198725,P0336,17.506559115947873,1000,1000,896,0.896
noise,5,5.0,18.419875122198725,P0345,16.963196855113416,1000,1000,845,0.845
noise,5,5.0,18.419875122198725,P0363,18.477349299388827,1000,1000,889,0.889
noise,5,5.0,18.419875122198725,P0368,18.615988047926862,1000,1000,870,0.87
noise,5,5.0,18.419875122198725,P0377,18.25537532653967,1000,1000,715,0.715
noise,5,5.0,18.419875122198725,P0452,19.645551282183973,1000,1000,893,0.893
noise,5,5.0,18.419875122198725,P0517,18.61078725642306,1000,1000,899,0.899
noise,5,5.0,18.419875122198725,P0565,16.985971182889653,1000,1000,869,0.869
noise,5,5.0,18.419875122198725,P0649,16.843510332922285,1000,1000,707,0.707
noise,5,5.0,18.419875122198725,P0699,18.960903032230064,1000,1000,875,0.875
noise,5,5.0,18.419875122198725,P0806,19.732098322595107,1000,1000,804,0.804
noise,5,5.0,18.419875122198725,P1003,17.24866190084238,1000,1000,880,0.88
noise,5,5.0,18.419875122198725,P1029,18.613590791741473,1000,1000,856,0.856
noise,5,5.0,18.419875122198725,P1148,19.930527772429414,417,845,327,0.7841726618705036
noise,5,5.0,18.419875122198725,P1158,18.319155723717667,939,1000,566,0.6027689030883919
noise,5,5.0,18.419875122198725,P1207,14.259903721277162,93,285,15,0.16129032258064516
noise,5,5.0,18.419875122198725,P1216,15.920886238471386,155,364,38,0.24516129032258063
noise,5,5.0,18.419875122198725,P1242,19.03489667129496,1000,1000,720,0.72
noise,5,5.0,18.419875122198725,P1358,18.820584935120145,1000,1000,817,0.817
noise,5,5.0,18.419875122198725,P1522,16.25101246032057,1000,1000,697,0.697
noise,5,5.0,18.419875122198725,P1676,15.741058735440651,536,842,380,0.7089552238805971
noise,5,5.0,18.419875122198725,P1693,13.915175814532358,825,916,549,0.6654545454545454
noise,5,5.0,18.419875122198725,P1960,18.742692092680496,1000,1000,895,0.895
noise,5,5.0,18.419875122198725,P2002,20.133232621864543,1000,1000,888,0.888
noise,5,5.0,18.419875122198725,P2045,18.214729965318885,1000,1000,841,0.841
noise,5,5.0,18.419875122198725,P2210,20.55719792704562,1000,1000,877,0.877
noise,5,5.0,18.419875122198725,P2257,18.725603143275332,1000,1000,846,0.846
noise,5,5.0,18.419875122198725,P2278,20.412009783960237,1000,1000,841,0.841
noise,5,5.0,18.419875122198725,P2332,19.92722660303555,1000,1000,833,0.833
noise,5,5.0,18.419875122198725,P2352,19.225308245121216,1000,1000,836,0.836
noise,5,5.0,18.419875122198725,P2456,19.20821760957747,1000,1000,848,0.848
noise,5,5.0,18.419875122198725,P2528,18.887584775389573,1000,1000,863,0.863
noise,5,5.0,18.419875122198725,P2591,18.971423718160057,1000,1000,863,0.863
noise,5,5.0,18.419875122198725,P2613,18.568217592373415,1000,1000,894,0.894
noise,5,5.0,18.419875122198725,P2724,19.512336983364587,1000,1000,797,0.797
noise,5,5.0,18.419875122198725,P2754,20.501624546408127,1000,1000,830,0.83
noise,10,10.0,15.975570212587229,P0063,18.742131295188894,1000,1000,826,0.826
noise,10,10.0,15.975570212587229,P0081,17.19792907797271,1000,1000,836,0.836
noise,10,10.0,15.975570212587229,P0198,17.0958169071601,1000,1000,852,0.852
noise,10,10.0,15.975570212587229,P0308,14.410154618820808,1000,1000,774,0.774
noise,10,10.0,15.975570212587229,P0336,14.654058758165265,1000,1000,877,0.877
noise,10,10.0,15.975570212587229,P0345,14.275462975534754,1000,1000,811,0.811
noise,10,10.0,15.975570212587229,P0363,16.04713287971518,1000,1000,869,0.869
noise,10,10.0,15.975570212587229,P0368,16.21471716615758,1000,1000,836,0.836
noise,10,10.0,15.975570212587229,P0377,15.726221869584029,1000,1000,641,0.641
noise,10,10.0,15.975570212587229,P0452,17.462483401454378,1000,1000,856,0.856
noise,10,10.0,15.975570212587229,P0517,16.217229010945434,1000,1000,883,0.883
noise,10,10.0,15.975570212587229,P0565,14.123506960961496,1000,1000,849,0.849
noise,10,10.0,15.975570212587229,P0649,13.494622679039669,1000,1000,644,0.644
noise,10,10.0,15.975570212587229,P0699,16.603968385734444,1000,1000,866,0.866
noise,10,10.0,15.975570212587229,P0806,17.734881175138113,1000,1000,764,0.764
noise,10,10.0,15.975570212587229,P1003,14.14274256793374,1000,1000,840,0.84
noise,10,10.0,15.975570212587229,P1029,16.18077583329825,1000,1000,821,0.821
noise,10,10.0,15.975570212587229,P1148,17.940567974308838,417,910,299,0.7170263788968825
noise,10,10.0,15.975570212587229,P1158,15.989982099040718,939,1000,504,0.536741214057508
noise,10,10.0,15.975570212587229,P1207,11.026884147270934,93,436,4,0.043010752688172046
noise,10,10.0,15.975570212587229,P1216,13.09028608211332,155,467,16,0.1032258064516129
noise,10,10.0,15.975570212587229,P1242,16.994869847991673,1000,1000,645,0.645
noise,10,10.0,15.975570212587229,P1358,16.679247699799525,1000,1000,775,0.775
noise,10,10.0,15.975570212587229,P1522,13.42869843392161,1000,1000,646,0.646
noise,10,10.0,15.975570212587229,P1676,12.824831910112309,536,917,314,0.585820895522388
noise,10,10.0,15.975570212587229,P1693,10.575950951187954,825,922,430,0.5212121212121212
noise,10,10.0,15.975570212587229,P1960,16.293099980088655,1000,1000,885,0.885
noise,10,10.0,15.975570212587229,P2002,18.0896224084385,1000,1000,864,0.864
noise,10,10.0,15.975570212587229,P2045,15.128994613008588,1000,1000,801,0.801
noise,10,10.0,15.975570212587229,P2210,18.79368214143526,1000,1000,853,0.853
noise,10,10.0,15.975570212587229,P2257,16.175043171549056,1000,1000,832,0.832
noise,10,10.0,15.975570212587229,P2278,18.45460329814053,1000,1000,802,0.802
noise,10,10.0,15.975570212587229,P2332,17.99544979659794,1000,1000,786,0.786
noise,10,10.0,15.975570212587229,P2352,17.088828182594657,1000,1000,815,0.815
noise,10,10.0,15.975570212587229,P2456,16.972547390331943,1000,1000,831,0.831
noise,10,10.0,15.975570212587229,P2528,16.58086178911169,1000,1000,838,0.838
noise,10,10.0,15.975570212587229,P2591,16.71792337876081,1000,1000,843,0.843
noise,10,10.0,15.975570212587229,P2613,15.70723661730936,1000,1000,876,0.876
noise,10,10.0,15.975570212587229,P2724,17.48303898830143,1000,1000,769,0.769
noise,10,10.0,15.975570212587229,P2754,18.666722039269,1000,1000,804,0.804
noise,15,15.0,13.663546271537024,P0063,16.792805448974576,1000,1000,793,0.793
noise,15,15.0,13.663546271537024,P0081,14.866482846914144,1000,1000,784,0.784
noise,15,15.0,13.663546271537024,P0198,14.896370767644528,1000,1000,812,0.812
noise,15,15.0,13.663546271537024,P0308,11.9816595178402,1000,1000,690,0.69
noise,15,15.0,13.663546271537024,P0336,12.17653470315012,1000,1000,830,0.83
noise,15,15.0,13.663546271537024,P0345,11.830670071424716,1000,1000,760,0.76
noise,15,15.0,13.663546271537024,P0363,13.714450259572455,1000,1000,813,0.813
noise,15,15.0,13.663546271537024,P0368,13.894804867202144,1000,1000,780,0.78
noise,15,15.0,13.663546271537024,P0377,13.33342086168036,1000,1000,556,0.556
noise,15,15.0,13.663546271537024,P0452,15.281323932139422,1000,1000,819,0.819
noise,15,15.0,13.663546271537024,P0517,13.925469701333146,1000,1000,849,0.849
noise,15,15.0,13.663546271537024,P0565,11.637177342563303,1000,1000,812,0.812
noise,15,15.0,13.663546271537024,P0649,10.702297465752482,1000,1000,547,0.547
noise,15,15.0,13.663546271537024,P0699,14.301300333189069,1000,1000,826,0.826
noise,15,15.0,13.663546271537024,P0806,15.661729107639104,1000,1000,718,0.718
noise,15,15.0,13.663546271537024,P1003,11.515370257984896,1000,1000,790,0.79
noise,15,15.0,13.663546271537024,P1029,13.86600550200794,1000,1000,761,0.761
noise,15,15.0,13.663546271537024,P1148,15.86680193884578,417,959,276,0.6618705035971223
noise,15,15.0,13.663546271537024,P1158,13.707629255174758,939,1000,430,0.4579339723109691
noise,15,15.0,13.663546271537024,P1207,8.337265131206351,93,529,1,0.010752688172043012
noise,15,15.0,13.663546271537024,P1216,10.546370864454456,155,588,6,0.03870967741935484
noise,15,15.0,13.663546271537024,P1242,14.887529325329204,1000,1000,571,0.571
noise,15,15.0,13.663546271537024,P1358,14.508877267605952,1000,1000,702,0.702
noise,15,15.0,13.663546271537024,P1522,10.897863189262168,1000,1000,581,0.581
noise,15,15.0,13.663546271537024,P1676,10.24863065083126,536,972,262,0.48880597014925375
noise,15,15.0,13.663546271537024,P1693,7.900503082520668,825,931,322,0.3903030303030303
noise,15,15.0,13.663546271537024,P1960,13.990417631103158,1000,1000,865,0.865
noise,15,15.0,13.663546271537024,P2002,16.00633219633587,1000,1000,831,0.831
noise,15,15.0,13.663546271537024,P2045,12.46548683296618,1000,1000,766,0.766
noise,15,15.0,13.663546271537024,P2210,16.8769275470944,1000,1000,808,0.808
noise,15,15.0,13.663546271537024,P2257,13.777043165674318,1000,1000,785,0.785
noise,15,15.0,13.663546271537024,P2278,16.410449687904375,1000,1000,729,0.729
noise,15,15.0,13.663546271537024,P2332,15.96084700182303,1000,1000,751,0.751
noise,15,15.0,13.663546271537024,P2352,14.926554682836128,1000,1000,787,0.787
noise,15,15.0,13.663546271537024,P2456,14.776817735331525,1000,1000,791,0.791
noise,15,15.0,13.663546271537024,P2528,14.33068084219389,1000,1000,794,0.794
noise,15,15.0,13.663546271537024,P2591,14.498144493903082,1000,1000,801,0.801
noise,15,15.0,13.663546271537024,P2613,13.159233930742095,1000,1000,847,0.847
noise,15,15.0,13.663546271537024,P2724,15.38285772606281,1000,1000,717,0.717
noise,15,15.0,13.663546271537024,P2754,16.700713695266856,1000,1000,772,0.772
noise,25,25.0,10.108449678631985,P0063,13.5048084556095,1000,1000,711,0.711
noise,25,25.0,10.108449678631985,P0081,11.206910272753731,1000,1000,677,0.677
noise,25,25.0,10.108449678631985,P0198,11.431360103326949,1000,1000,716,0.716
noise,25,25.0,10.108449678631985,P0308,8.34461692993732,1000,1000,540,0.54
noise,25,25.0,10.108449678631985,P0336,8.673947295821115,1000,1000,745,0.745
noise,25,25.0,10.108449678631985,P0345,8.20256561181695,1000,1000,638,0.638
noise,25,25.0,10.108449678631985,P0363,10.08979076671627,1000,1000,712,0.712
noise,25,25.0,10.108449678631985,P0368,10.267919490072694,1000,1000,695,0.695
noise,25,25.0,10.108449678631985,P0377,9.652850502415282,1000,1000,393,0.393
noise,25,25.0,10.108449678631985,P0452,11.784677892222714,1000,1000,753,0.753
noise,25,25.0,10.108449678631985,P0517,10.385480215679268,1000,1000,773,0.773
noise,25,25.0,10.108449678631985,P0565,8.114747335798327,1000,1000,710,0.71
noise,25,25.0,10.108449678631985,P0649,6.720480812046915,1000,1000,367,0.367
noise,25,25.0,10.108449678631985,P0699,10.660372549665665,1000,1000,734,0.734
noise,25,25.0,10.108449678631985,P0806,12.254726430688258,1000,1000,594,0.594
noise,25,25.0,10.108449678631985,P1003,7.816025764107106,1000,1000,679,0.679
noise,25,25.0,10.108449678631985,P1029,10.35115526369831,1000,1000,662,0.662
noise,25,25.0,10.108449678631985,P1148,12.422029052156333,417,1000,227,0.5443645083932853
noise,25,25.0,10.108449678631985,P1158,10.115979643531356,939,1000,304,0.32374866879659214
noise,25,25.0,10.108449678631985,P1207,4.732367585286502,93,697,0,0.0
noise,25,25.0,10.108449678631985,P1216,6.835401465952272,155,711,1,0.0064516129032258064
noise,25,25.0,10.108449678631985,P1242,11.40649436472825,1000,1000,389,0.389
noise,25,25.0,10.108449678631985,P1358,10.992545092466216,1000,1000,578,0.578
noise,25,25.0,10.108449678631985,P1522,7.233206520021561,1000,1000,469,0.469
noise,25,25.0,10.108449678631985,P1676,6.576728204306671,536,986,183,0.3414179104477612
noise,25,25.0,10.108449678631985,P1693,4.356434473670643,825,947,174,0.2109090909090909
noise,25,25.0,10.108449678631985,P1960,10.454896832320532,1000,1000,798,0.798
noise,25,25.0,10.108449678631985,P2002,12.61645090590527,1000,1000,751,0.751
noise,25,25.0,10.108449678631985,P2045,8.59041952840807,1000,1000,663,0.663
noise,25,25.0,10.108449678631985,P2210,13.589568375205769,1000,1000,703,0.703
noise,25,25.0,10.108449678631985,P2257,10.109261808004437,1000,1000,700,0.7
