name,edge_pixel_frac,mean_response
P0063,0.5924720764160156,64.3227481842041
P0081,0.1794567108154297,20.628068923950195
P0198,0.3676586151123047,39.499135971069336
P0308,0.2502889633178711,25.088998794555664
P0336,0.13981342315673828,15.618690490722656
P0345,0.3669424057006836,31.75441074371338
P0363,0.17904949188232422,19.101747512817383
P0368,0.21462440490722656,21.516348838806152
P0377,0.10454082489013672,12.142364501953125
P0452,0.2546367645263672,27.19316577911377
P0517,0.4150428771972656,42.59912586212158
P0565,0.09676742553710938,10.368270874023438
P0649,0.22554492950439453,27.62066650390625
P0699,0.08199501037597656,10.286822319030762
P0806,0.15494918823242188,16.488710403442383
P1003,0.19240379333496094,19.52803134918213
P1029,0.2718973159790039,28.450495719909668
P1148,0.0021142959594726562,0.24629974365234375
P1158,0.006867408752441406,0.8297090530395508
P1207,0.0,0.19781208038330078
P1216,0.00033092498779296875,0.46437644958496094
P1242,0.054688453674316406,5.616855621337891
P1358,0.23183631896972656,22.55703353881836
P1522,0.048979759216308594,5.6217546463012695
P1676,0.3983602523803711,34.83587646484375
P1693,0.6613245010375977,50.63742256164551
P1960,0.3197050094604492,31.67580795288086
P2002,0.3093910217285156,34.170172691345215
P2045,0.26389598846435547,27.240323066711426
P2210,0.23339271545410156,27.34252643585205
P2257,0.2659292221069336,25.91285514831543
P2278,0.0804147720336914,9.527091979980469
P2332,0.12481498718261719,13.158108711242676
P2352,0.1545257568359375,15.596158981323242
P2456,0.5337467193603516,48.22395420074463
P2528,0.2069540023803711,20.556732177734375
P2591,0.34513187408447266,36.231788635253906
P2613,0.19507980346679688,20.529470443725586
P2724,0.07500839233398438,9.522220611572266
P2754,0.2042713165283203,20.150341033935547
