name,ods_threshold,ods_f_score
P0063,212,0.21164095398688174
P0081,168,0.07864042142008587
P0198,160,0.3836042936372524
P0308,20,0.11056408624330989
P0336,197,0.08727631872655177
P0345,205,0.06037659213972109
P0363,57,0.19224728434236532
P0368,20,0.14709993186709755
P0377,20,0.11368659723806912
P0452,20,0.06635559942153378
P0517,227,0.17794515125142152
P0565,212,0.09280920910670275
P0649,123,0.3261703514945172
P0699,27,0.09385455536620545
P0806,197,0.13352088648998145
P1003,220,0.11255387574002039
P1029,220,0.11754022495179897
P1148,20,0.02249855338724112
P1158,64,0.1675509456759754
P1207,27,1.0
P1216,42,0.5005456529647144
P1242,220,0.0898414699633443
P1358,168,0.15919476385724773
P1522,57,0.10386552048353793
P1676,57,0.018144100889559072
P1693,205,1.0
P1960,101,0.2855100304361554
P2002,20,0.18926588324301086
P2045,20,0.19226412362035764
P2210,212,0.14772889537899908
P2257,212,0.14006140522017715
P2278,220,0.10702338991308262
P2332,146,0.0395190521717434
P2352,146,0.006477130260012192
P2456,220,0.011619650647285137
P2528,168,0.042967457684420444
P2591,183,0.101886594741805
P2613,197,0.20353158141305716
P2724,183,0.04679634353081042
P2754,146,0.001402556961147596
