name,n_keypoints,mean_response
P0063,1000,0.0028582579685607927
P0081,1000,0.0019995299967995378
P0198,1000,0.0019954169373668264
P0308,1000,0.000673466993144757
P0336,1000,0.0024430053163378034
P0345,1000,0.0007840493334842904
P0363,1000,0.0024661465394165134
P0368,1001,0.001344023225613852
P0377,1000,0.00029760472820362336
P0452,1000,0.003108658066019416
P0517,1000,0.004371622988110176
P0565,1000,0.0012620357205960317
P0649,1001,0.0003362798940741215
P0699,1000,0.005418811821145937
P0806,1000,0.0011111535995951272
P1003,1000,0.0012148634853074327
P1029,1000,0.002060725271439878
P1148,1000,5.8850927497360314e-05
P1158,1000,4.118119485383431e-05
P1207,73,6.3189591024289655e-06
P1216,27,2.732255680897382e-06
P1242,1004,5.58170414880563e-05
P1358,1001,0.0002639912358795477
P1522,1000,0.0001511804910178398
P1676,957,1.4146126013390511e-05
P1693,872,2.1511182120756855e-05
P1960,1000,0.006559385077911429
P2002,1000,0.004453441112302244
P2045,1000,0.0013932954151532613
P2210,1000,0.0035494151267630512
P2257,1000,0.00107975964005891
P2278,1000,0.0013661785801814404
P2332,1000,0.0007216448459075764
P2352,1000,0.0008990490327414591
P2456,1000,0.0019466676072916016
P2528,1000,0.0019318847300601192
P2591,1000,0.001413757034941227
P2613,1000,0.004810465829679742
P2724,1000,0.0007192549184401286
P2754,1000,0.0008268901451665442
