name,distortion,level,level_numeric,snr_db_distorted,snr_db_restored,snr_gain_db,clean_path,distorted_path,restored_path
P1148,haze,1.5,1.5,-0.5321723860237566,12.90639768158604,13.438570067609795,data/clean/test/images/P1148.png,data/distorted/haze/1.5/test/images/P1148.png,data/restored/haze/1.5/test/images/P1148.png
P1158,haze,1.5,1.5,-4.060893529948549,17.31924756952942,21.380141099477967,data/clean/test/images/P1158.png,data/distorted/haze/1.5/test/images/P1158.png,data/restored/haze/1.5/test/images/P1158.png
P1207,haze,1.5,1.5,9.242750120530486,9.29082130449465,0.04807118396416321,data/clean/test/images/P1207.png,data/distorted/haze/1.5/test/images/P1207.png,data/restored/haze/1.5/test/images/P1207.png
P1216,haze,1.5,1.5,8.788338333859452,8.931679179922082,0.14334084606262998,data/clean/test/images/P1216.png,data/distorted/haze/1.5/test/images/P1216.png,data/restored/haze/1.5/test/images/P1216.png
P1242,haze,1.5,1.5,1.9642796513223548,9.758358221819089,7.794078570496734,data/clean/test/images/P1242.png,data/distorted/haze/1.5/test/images/P1242.png,data/restored/haze/1.5/test/images/P1242.png
P1358,haze,1.5,1.5,0.43217114358522984,14.777776192464083,14.345605048878854,data/clean/test/images/P1358.png,data/distorted/haze/1.5/test/images/P1358.png,data/restored/haze/1.5/test/images/P1358.png
P1522,haze,1.5,1.5,-5.269196494591687,18.964370063268174,24.23356655785986,data/clean/test/images/P1522.png,data/distorted/haze/1.5/test/images/P1522.png,data/restored/haze/1.5/test/images/P1522.png
P1676,haze,1.5,1.5,0.24381101414136147,11.27311325005177,11.029302235910409,data/clean/test/images/P1676.png,data/distorted/haze/1.5/test/images/P1676.png,data/restored/haze/1.5/test/images/P1676.png
P1693,haze,1.5,1.5,-3.709550039019778,18.028012895858907,21.737562934878685,data/clean/test/images/P1693.png,data/distorted/haze/1.5/test/images/P1693.png,data/restored/haze/1.5/test/images/P1693.png
P1960,haze,1.5,1.5,-4.856862293818967,11.897249200238402,16.75411149405737,data/clean/test/images/P1960.png,data/distorted/haze/1.5/test/images/P1960.png,data/restored/haze/1.5/test/images/P1960.png
P2002,haze,1.5,1.5,-1.080482782374186,19.27470443589409,20.355187218268277,data/clean/test/images/P2002.png,data/distorted/haze/1.5/test/images/P2002.png,data/restored/haze/1.5/test/images/P2002.png
P2045,haze,1.5,1.5,-8.051201993604842,6.444917015055628,14.49611900866047,data/clean/test/images/P2045.png,data/distorted/haze/1.5/test/images/P2045.png,data/restored/haze/1.5/test/images/P2045.png
