name,ods_threshold,ods_f_score
P0063,212,0.2531193652466305
P0081,220,0.07745259701428658
P0198,175,0.381450645141918
P0308,20,0.12340812523601438
P0336,168,0.0904839474268884
P0345,197,0.05904505011218015
P0363,79,0.19882653215585225
P0368,20,0.1589577475140789
P0377,86,0.12856025634646387
P0452,146,0.0641493069576774
P0517,220,0.1619877164722416
P0565,212,0.10260609855966087
P0649,146,0.3321691087662564
P0699,20,0.09641296541417531
P0806,183,0.10872949910929876
P1003,227,0.11618182801672214
P1029,220,0.14677125127658555
P1148,71,0.042230505595968935
P1158,71,0.08308894377213039
P1207,138,1.0
P1216,79,0.10819113963681903
P1242,190,0.18704956626863772
P1358,160,0.11577741281703048
P1522,71,0.050371833647272796
P1676,108,0.018915017435259383
P1693,205,1.0
P1960,116,0.2896126593627799
P2002,57,0.2018226093036585
P2045,20,0.1634568936926685
P2210,197,0.146915976844118
P2257,42,0.12384688605844583
P2278,205,0.14040329960719702
P2332,190,0.03002626871453558
P2352,183,0.010027947046962844
P2456,220,0.013043773636178355
P2528,86,0.03045684393794316
P2591,190,0.09727550260850898
P2613,190,0.22059128910750742
P2724,160,0.03633529596820883
P2754,160,0.0032819129363766504
