name,ods_threshold,ods_f_score
P0063,212,0.2510555641604164
P0081,220,0.0754538052625325
P0198,183,0.3840978362850972
P0308,20,0.1237124364604332
P0336,175,0.0887055356786792
P0345,175,0.060332234692485116
P0363,64,0.1957566274954066
P0368,20,0.15884310823143352
P0377,86,0.12773266767980465
P0452,212,0.06884195178258624
P0517,227,0.16932516315564605
P0565,212,0.09090875192500587
P0649,153,0.3450728994888366
P0699,20,0.094345956367993
P0806,190,0.10676420634826797
P1003,227,0.11870519331775307
P1029,220,0.13358506316286492
P1148,64,0.04185483586216364
P1158,79,0.0763857018929294
P1207,64,1.0
P1216,79,0.1753333005362326
P1242,190,0.17575846701066986
P1358,160,0.1138348905415137
P1522,64,0.05865664172555761
P1676,108,0.01838018813749134
P1693,220,1.0
P1960,123,0.2881921054650053
P2002,42,0.20117260818709462
P2045,20,0.17429846967910198
P2210,197,0.13370797382992058
P2257,34,0.12383501655777257
P2278,212,0.14001164939823185
P2332,197,0.03171834530929695
P2352,183,0.010126936454600569
P2456,220,0.01050258678021437
P2528,94,0.03051815452714432
P2591,197,0.09880948520651874
P2613,197,0.22634233414610685
P2724,153,0.03623716511805919
P2754,160,0.0033389658668469074
