name,ods_threshold,ods_f_score
P0063,190,0.22724768616732588
P0081,175,0.08955366789347306
P0198,153,0.4042276532663038
P0308,49,0.12921669479655587
P0336,116,0.09488117252500476
P0345,160,0.05878985352065833
P0363,94,0.19936546853317616
P0368,42,0.14722015522706816
P0377,20,0.13784832027292768
P0452,57,0.06183199161325663
P0517,197,0.18575878116476519
P0565,168,0.09506524091049862
P0649,138,0.32082695393601224
P0699,86,0.0884977023531239
P0806,153,0.12437977173593033
P1003,190,0.10943570836962117
P1029,34,0.11534632516680929
P1148,20,0.025905329298192333
P1158,42,0.08133420595337501
P1207,27,1.0
P1216,42,0.4917982321122301
P1242,168,0.06219893224200196
P1358,131,0.14141360525988497
P1522,123,0.1033757587543808
P1676,57,0.015758199919968893
P1693,183,1.0
P1960,94,0.27104005244252133
P2002,20,0.18760719285146574
P2045,20,0.19539576266258699
P2210,64,0.12095632498370826
P2257,168,0.1391792321108977
P2278,175,0.13817305280464418
P2332,146,0.09022351742455825
P2352,116,0.007417110619483658
P2456,153,0.009742540243690721
P2528,138,0.03486297367046448
P2591,153,0.09869609540361818
P2613,168,0.17482428683150678
P2724,123,0.06321486160492058
P2754,20,0.00148948727619256
