name,edge_pixel_frac,mean_response
P0063,0.6563596725463867,84.95588493347168
P0081,0.2159566879272461,26.34843158721924
P0198,0.4419403076171875,54.26583766937256
P0308,0.2594490051269531,27.656506538391113
P0336,0.1881542205810547,25.696733474731445
P0345,0.1808462142944336,20.172155380249023
P0363,0.29898548126220703,34.28469276428223
P0368,0.34329795837402344,37.00462818145752
P0377,0.23133182525634766,25.07756996154785
P0452,0.37212276458740234,46.88804244995117
P0517,0.42238712310791016,50.468138694763184
P0565,0.13910865783691406,16.08059024810791
P0649,0.13768386840820312,15.312017440795898
P0699,0.1766357421875,21.340805053710938
P0806,0.32490062713623047,37.26838302612305
P1003,0.19051456451416016,22.42513370513916
P1029,0.40337371826171875,44.21023082733154
P1148,0.2659339904785156,23.940186500549316
P1158,0.1304759979248047,13.738696098327637
P1207,0.0056400299072265625,6.984602928161621
P1216,0.11692619323730469,11.200762748718262
P1242,0.28121089935302734,26.665400505065918
P1358,0.37111663818359375,34.9210901260376
P1522,0.19751358032226562,18.028931617736816
P1676,0.2732582092285156,22.38521385192871
P1693,0.0736398696899414,11.848991394042969
P1960,0.33135509490966797,40.419135093688965
P2002,0.48150157928466797,59.98718070983887
P2045,0.19208812713623047,22.252867698669434
P2210,0.4247570037841797,49.266963958740234
P2257,0.25469207763671875,28.810609817504883
P2278,0.1871623992919922,20.798216819763184
P2332,0.31232452392578125,29.773773193359375
P2352,0.49431705474853516,50.70892143249512
P2456,0.6947050094604492,74.36147975921631
P2528,0.44009971618652344,45.84992980957031
P2591,0.30899810791015625,37.00700855255127
P2613,0.215118408203125,26.57774829864502
P2724,0.13925647735595703,14.315632820129395
P2754,0.5540027618408203,53.80766296386719
