name,n_keypoints,mean_response
P0063,1000,0.0006779033400962362
P0081,1000,0.000666435663588345
P0198,1000,0.0006264226348430383
P0308,974,0.00019649931716196324
P0336,1000,0.0010828035918530076
P0345,1000,0.00013003220109658286
P0363,1000,0.0011091958110355335
P0368,1000,0.0004224678813225182
P0377,667,5.7999535772984014e-05
P0452,1000,0.0011103563089855015
P0517,1000,0.001974609830795089
P0565,1000,0.0004650966004555812
P0649,548,5.022406389142476e-05
P0699,1000,0.003386082652024925
P0806,1000,0.0002578266484779306
P1003,1000,0.0003325694844061218
P1029,1000,0.0008118482305435464
P1148,225,6.815304534383257e-05
P1158,266,2.0644862083562337e-05
P1207,5,1.6277886004445462e-06
P1216,0,0.0
P1242,276,2.878864055969808e-05
P1358,844,2.731353209744547e-05
P1522,625,6.715507167536999e-05
P1676,133,1.04496553605604e-05
P1693,171,1.4246667489837366e-05
P1960,1000,0.004041695461492054
P2002,1000,0.0027006224098731764
P2045,1000,0.000269512455775839
P2210,1000,0.0012482757879479322
P2257,1000,0.0002533220530749531
P2278,1000,0.00028488293800182874
P2332,1000,0.00023910120369691868
P2352,1000,0.00018508131734415657
P2456,1000,0.0006511722388822818
P2528,1000,0.000809117337979842
P2591,1000,0.00048742557786317776
P2613,1000,0.0024193072493944785
P2724,1000,0.00016950065075070598
P2754,1000,0.00030594184067740573
