name,ods_threshold,ods_f_score
P0063,205,0.2169434977309251
P0081,168,0.08145063136697159
P0198,168,0.399039183018783
P0308,20,0.1158657718232868
P0336,190,0.08892360320758408
P0345,197,0.06085865282420816
P0363,79,0.19000624228568921
P0368,20,0.15008511877422653
P0377,20,0.12325023889114585
P0452,20,0.06486497877720039
P0517,220,0.19153239004077566
P0565,212,0.09624453732530053
P0649,131,0.32666077777277036
P0699,64,0.09412883781941526
P0806,190,0.1361267241625193
P1003,212,0.1152380367416299
P1029,212,0.11674343848839298
P1148,20,0.04910508798640371
P1158,79,0.14098213517467328
P1207,20,1.0
P1216,34,0.484761936538654
P1242,212,0.08874964948413734
P1358,160,0.15468771104013956
P1522,57,0.09778403620683114
P1676,27,0.018561339515962536
P1693,197,1.0
P1960,116,0.27855422583189976
P2002,20,0.1855161644569901
P2045,20,0.19339098888275885
P2210,205,0.14824010091281176
P2257,190,0.1350011310724287
P2278,212,0.10840264479006209
P2332,146,0.038061409032748295
P2352,153,0.006660614468589305
P2456,212,0.010334576315924868
P2528,160,0.03944303557112838
P2591,168,0.10060423355123618
P2613,197,0.19974837715467725
P2724,183,0.04618115396125943
P2754,146,0.0015228449165238765
