name,ods_threshold,ods_f_score
P0063,212,0.25420933877620033
P0081,220,0.08061745172953151
P0198,168,0.3859957462192131
P0308,20,0.12697067631913472
P0336,153,0.09060453593933103
P0345,205,0.061101699508049945
P0363,101,0.2012773200184633
P0368,20,0.1575998805653645
P0377,71,0.12863161576490453
P0452,146,0.06278279870072052
P0517,220,0.16262945891598304
P0565,212,0.107488414504057
P0649,138,0.3314145321667905
P0699,20,0.09719997732806133
P0806,190,0.10991998810380264
P1003,212,0.11609703764985416
P1029,212,0.14612909535206572
P1148,79,0.04083480613746674
P1158,71,0.08639468037938555
P1207,138,1.0
P1216,64,0.1099347412354775
P1242,190,0.18597145742816315
P1358,160,0.11500074272439106
P1522,71,0.05154157121841452
P1676,101,0.018059463579602603
P1693,205,1.0
P1960,116,0.28893883821236827
P2002,64,0.2024836445691993
P2045,20,0.15900584926379954
P2210,212,0.15503907611796783
P2257,42,0.12463460368947082
P2278,205,0.14167491532499715
P2332,190,0.028167219754669424
P2352,183,0.009753784774149293
P2456,220,0.01224955880826326
P2528,71,0.029375478920403805
P2591,190,0.09749948532422226
P2613,190,0.21892340074150737
P2724,153,0.033012874979368695
P2754,160,0.0032888692836473016
