name,ods_threshold,ods_f_score
P0063,212,0.204369580855306
P0081,183,0.07414049291244183
P0198,175,0.41707322091320614
P0308,20,0.12237625198886526
P0336,123,0.08658279056477354
P0345,197,0.0599601104905631
P0363,57,0.1870063803361492
P0368,57,0.14787220632571801
P0377,27,0.15927843881074216
P0452,131,0.06830421658881881
P0517,212,0.1256350152179726
P0565,212,0.07459968880011476
P0649,146,0.3212552148619776
P0699,138,0.08482004303803904
P0806,131,0.13998602318805883
P1003,227,0.08840346855834919
P1029,205,0.10830065246481836
P1148,71,0.04387088512841662
P1158,64,0.08518927259706925
P1207,123,1.0
P1216,123,0.28367675682931737
P1242,190,0.09919177811198795
P1358,116,0.11704999944487693
P1522,94,0.10272725336461301
P1676,101,0.02802036582343793
P1693,197,1.0
P1960,79,0.27018320930430334
P2002,20,0.15942757733506788
P2045,20,0.18264650006959443
P2210,190,0.10588407291064146
P2257,131,0.1273296325108004
P2278,205,0.13585127713285747
P2332,190,0.04381046562367351
P2352,197,0.01462625974819269
P2456,220,0.008581221154223934
P2528,168,0.03327374307645895
P2591,197,0.10274570536436749
P2613,27,0.1605777781611787
P2724,197,0.08729299902664556
P2754,175,0.0027252562258305996
